date,lat,lon,smajax,sminax,strike,q,depth,unc,q,mw,unc,q,s,mo,fac,mo_auth,mpp,mpr,mrr,mrt,mtp,mtt,eventid
2007-03-2917:09:03.67,-31.651,-71.716,5.9,3.2,84.6,B,10.0,19.5,B,5.65,0.10,A,d,3.65,17,gcmt,-2.49,-2.70,2.17,-0.13,-0.81,0.31,11708606
2007-03-3015:58:43.54,-14.596,178.026,7.1,6.4,18.9,A,10.0,25.0,C,5.73,0.10,A,d,4.91,17,gcmt,-0.15,0.37,-2.93,-1.06,4.13,3.08,11709413
2007-03-3112:49:03.88,-56.024,-123.065,8.0,6.5,166.2,A,10.0,3.0,C,6.24,0.10,A,d,2.78,18,gcmt,-1.50,-0.14,-0.17,-0.12,2.28,1.67,11710212
2007-03-3119:37:18.35,1.305,122.723,5.8,3.9,76.5,A,25.0,3.8,A,5.62,0.10,A,d,3.29,17,gcmt,0.12,0.23,1.84,-2.66,0.27,-1.97,11710444
2007-03-3121:55:27.66,-20.545,169.186,6.6,6.2,55.7,A,25.0,4.5,A,5.66,0.10,A,d,3.84,17,gcmt,-2.90,-1.57,3.32,0.78,1.37,-0.42,11710522
2007-04-0102:51:05.36,32.386,137.645,3.6,3.5,135.1,A,382.2,5.4,A,5.72,0.10,A,d,4.73,17,gcmt,-0.55,-4.59,0.44,0.67,-0.79,0.12,11911841
2007-04-0120:39:58.08,-8.389,157.092,4.3,3.6,38.3,A,15.0,3.4,A,8.07,0.10,A,d,1.57,21,gcmt,-0.68,0.01,1.34,0.76,0.74,-0.66,11912481
2007-04-0120:46:18.58,-9.510,156.998,9.7,8.7,177.9,A,20.0,25.0,C,6.13,0.49,C,p,,,,,,,,,,11912493
2007-04-0120:47:33.23,-7.209,155.915,7.7,5.0,45.7,B,20.0,3.5,A,7.49,0.20,C,p,,,,,,,,,,11912496
2007-04-0121:11:35.04,-7.382,155.852,6.8,5.1,50.6,A,20.0,3.9,A,6.88,0.10,A,d,2.56,19,gcmt,-0.95,-1.41,1.98,-0.29,1.26,-1.03,11912531
2007-04-0121:15:24.32,-7.368,155.707,9.5,7.4,74.1,A,20.0,4.5,A,6.10,0.56,C,p,,,,,,,,,,11912538
2007-04-0121:45:39.25,-7.345,155.718,8.2,6.2,59.3,A,20.0,3.6,A,5.86,0.52,C,p,,,,,,,,,,11912592
2007-04-0122:29:55.11,-7.426,155.478,9.1,6.2,46.8,A,20.0,3.5,A,5.34,0.33,C,p,,,,,,,,,,11912657
2007-04-0122:41:03.13,-7.755,155.764,9.7,7.7,29.7,A,20.0,3.5,A,5.29,0.45,C,p,,,,,,,,,,11912677
2007-04-0122:45:36.64,-7.249,155.629,9.6,8.1,53.9,A,20.0,3.5,A,5.16,0.27,C,p,,,,,,,,,,11912683
2007-04-0122:57:24.20,-7.452,156.179,7.0,5.4,51.0,A,20.0,3.8,A,6.36,0.20,B,p,,,,,,,,,,11912698
2007-04-0123:09:40.86,-7.305,155.711,9.9,7.3,51.0,A,20.0,3.5,A,5.30,0.26,C,p,,,,,,,,,,11912707
2007-04-0123:25:29.29,-7.466,156.175,9.2,6.5,49.0,A,20.0,3.5,A,5.36,0.29,C,p,,,,,,,,,,11912728
2007-04-0200:10:55.24,-7.424,156.131,9.5,5.8,40.9,B,20.0,3.5,A,5.72,0.23,B,p,,,,,,,,,,11912777
2007-04-0202:49:40.32,-45.340,-72.850,7.1,6.1,69.2,A,25.0,4.7,A,6.15,0.10,A,d,2.07,18,gcmt,0.45,0.13,-1.59,0.12,1.71,1.14,11912922
2007-04-0205:33:35.42,-7.237,155.510,6.6,4.8,56.9,A,15.0,3.5,A,5.94,0.10,A,d,0.99,18,gcmt,0.17,0.05,-1.06,-0.10,-0.14,0.88,11913043
2007-04-0210:49:17.51,-7.274,156.182,5.7,4.0,55.6,A,34.0,4.8,A,6.00,0.10,A,d,1.24,18,gcmt,-0.34,0.14,1.13,-0.38,0.61,-0.78,11913266
2007-04-0212:02:23.38,-8.658,157.627,5.2,3.9,43.6,A,13.9,3.4,A,6.22,0.10,A,d,2.63,18,gcmt,-1.41,-1.63,1.63,0.47,1.38,-0.22,11913322
2007-04-0212:35:26.51,-8.809,157.656,7.6,6.3,42.9,A,15.0,3.5,A,5.58,0.10,A,d,2.86,17,gcmt,-2.29,-0.97,2.83,-0.17,0.73,-0.54,11913348
2007-04-0213:49:54.72,-7.852,156.535,7.2,5.4,47.7,A,15.0,3.5,A,5.60,0.10,A,d,3.07,17,gcmt,-0.99,1.14,1.14,-0.02,2.76,-0.15,11913410
2007-04-0213:53:08.13,-8.591,157.621,7.8,6.0,48.1,A,15.0,3.4,A,5.61,0.10,A,d,3.24,17,gcmt,-1.22,-0.33,3.09,1.09,1.41,-1.86,11913412
2007-04-0222:49:54.09,-9.712,154.751,7.5,5.4,69.4,A,15.0,3.4,A,5.61,0.10,A,d,3.19,17,gcmt,0.21,-0.62,-3.22,0.38,0.04,3.01,11913823
2007-04-0223:20:22.41,-8.633,157.524,5.0,3.9,36.7,A,13.4,3.6,A,6.24,0.10,A,d,2.83,18,gcmt,-0.39,0.57,1.86,2.02,0.95,-1.47,11913856
2007-04-0300:28:41.47,-7.065,155.472,8.7,5.3,46.2,B,20.0,3.6,A,5.64,0.10,A,d,3.58,17,gcmt,0.58,0.83,-3.23,-1.45,-1.07,2.64,11913966
2007-04-0303:35:06.88,36.452,70.677,3.4,2.6,23.4,A,221.8,5.3,A,6.25,0.10,A,d,2.94,18,gcmt,-2.19,-1.66,1.71,1.39,-0.19,0.48,11914086
2007-04-0311:57:31.69,-7.806,155.634,7.4,5.6,52.3,A,14.5,3.6,A,5.55,0.10,A,d,2.58,17,gcmt,-1.52,-0.97,-1.22,-0.40,-0.22,2.74,11914403
2007-04-0312:04:27.97,-7.852,155.867,5.5,4.0,57.7,A,11.6,3.5,A,6.05,0.10,A,d,1.48,18,gcmt,-0.35,-0.10,-1.25,-0.40,0.06,1.60,11914410
2007-04-0319:40:58.75,-7.060,155.276,7.2,4.9,53.3,A,15.0,4.5,A,5.56,0.10,A,d,2.70,17,gcmt,-0.44,-0.51,1.33,1.75,1.71,-0.89,11914763
2007-04-0320:26:10.89,-20.626,168.939,6.7,6.2,27.4,A,15.0,3.4,A,6.18,0.10,A,d,2.30,18,gcmt,-1.26,-1.21,1.57,1.11,0.73,-0.31,11914816
2007-04-0322:17:43.00,-6.804,154.929,7.3,4.9,52.3,A,15.0,3.6,A,5.60,0.10,A,d,3.11,17,gcmt,-0.98,-1.10,2.64,1.17,1.32,-1.66,11914923
2007-04-0400:39:49.97,-7.223,156.150,4.9,3.8,56.4,A,55.0,5.1,A,5.95,0.10,A,d,1.03,18,gcmt,-0.32,-0.03,0.96,-0.17,0.56,-0.63,11915035
2007-04-0406:34:35.35,-7.768,156.513,4.7,3.5,54.7,A,15.0,3.4,A,6.41,0.10,A,d,5.05,18,gcmt,-2.89,-3.08,3.61,0.69,2.17,-0.72,11915256
2007-04-0409:35:58.32,-6.854,155.114,7.3,5.3,47.1,A,15.0,3.4,A,5.58,0.10,A,d,2.93,17,gcmt,-0.76,-1.13,2.26,1.35,1.23,-1.50,11915372
2007-04-0411:00:28.40,-20.761,168.952,5.5,4.8,43.3,A,15.0,3.3,A,6.20,0.10,A,d,2.49,18,gcmt,2.01,1.13,-2.33,-0.12,-0.42,0.33,11915447
2007-04-0411:02:30.47,-20.751,169.054,6.0,5.4,20.9,A,15.0,3.2,A,6.47,0.10,A,d,6.24,18,gcmt,-4.30,-2.80,5.23,1.58,2.30,-0.93,11915454
2007-04-0419:58:04.58,-17.213,66.747,6.0,4.8,158.7,A,15.0,3.3,A,5.90,0.10,A,d,0.89,18,gcmt,0.86,-0.06,-0.07,-0.08,0.31,-0.79,11915822
2007-04-0421:40:21.51,31.001,141.664,4.4,4.0,46.1,A,26.7,3.9,A,5.72,0.10,A,d,4.70,17,gcmt,-3.82,2.97,3.16,-0.97,0.20,0.67,11915901
2007-04-0503:25:06.62,-17.201,-176.821,9.9,8.0,3.0,A,22.1,4.0,A,5.61,0.10,A,d,3.16,17,gcmt,2.94,0.91,-0.28,-0.01,1.20,-2.66,11916148
2007-04-0503:56:50.83,37.384,-24.658,4.2,3.6,161.8,A,14.0,3.4,A,6.35,0.10,A,d,4.08,18,gcmt,1.73,-0.06,-4.27,0.13,-1.71,2.53,11916172
2007-04-0605:54:19.97,-55.266,-123.540,7.3,6.5,165.3,A,10.0,25.0,C,5.93,0.10,A,d,0.96,18,gcmt,-0.08,-0.11,-0.90,0.06,0.11,0.98,11917235
2007-04-0618:48:17.57,-7.033,155.706,5.6,4.2,55.2,A,44.0,6.6,A,5.85,0.10,A,d,7.30,17,gcmt,-1.89,-0.36,6.70,-0.92,4.14,-4.81,11917778
2007-04-0705:20:50.03,-39.845,46.081,9.8,8.2,136.3,A,10.0,3.2,A,5.76,0.10,A,d,5.28,17,gcmt,-1.12,-0.52,-0.57,-0.60,5.04,1.69,11918195
2007-04-0707:09:25.14,37.305,-24.540,4.3,3.4,169.0,A,10.0,3.4,A,6.06,0.10,A,d,1.51,18,gcmt,0.77,0.02,-1.69,0.08,-0.47,0.91,11918258
2007-04-0709:51:51.55,2.913,95.701,4.7,3.8,54.1,A,30.0,3.7,A,6.11,0.10,A,d,1.82,18,gcmt,-0.12,-1.31,0.39,1.18,0.29,-0.27,11918383
2007-04-0902:24:29.00,-20.071,-178.006,5.1,5.0,1.3,A,602.1,6.7,A,5.95,0.10,A,d,1.02,18,gcmt,-0.47,-0.57,-0.25,-0.56,0.01,0.73,11920264
2007-04-0910:18:04.27,48.310,154.694,4.7,3.4,153.0,A,35.0,4.7,A,5.78,0.10,A,d,5.84,17,gcmt,-3.48,2.20,4.85,2.06,-2.51,-1.36,11920512
2007-04-1218:24:49.60,-61.764,161.352,9.1,7.8,86.6,A,10.0,25.0,C,5.99,0.10,A,d,1.21,18,gcmt,-1.18,0.14,0.01,-0.15,-0.20,1.17,11923740
2007-04-1305:42:22.62,17.258,-100.308,3.5,2.8,87.0,A,34.0,4.7,A,5.96,0.10,A,d,1.07,18,gcmt,0.03,0.22,0.57,-0.86,0.13,-0.60,11924100
2007-04-1318:24:19.25,-35.051,-108.830,7.5,7.3,177.0,A,10.0,25.0,C,6.08,0.10,A,d,1.65,18,gcmt,-0.93,-0.14,0.09,0.21,-1.36,0.84,11924527
2007-04-1601:24:07.78,-63.330,170.115,9.2,7.0,81.4,A,10.0,25.0,C,5.82,0.10,A,d,6.53,17,gcmt,-5.69,0.39,-1.20,-1.64,-0.96,6.89,11926577
2007-04-1613:20:39.16,-58.054,148.188,6.8,5.3,92.2,A,10.0,3.2,A,6.37,0.10,A,d,4.37,18,gcmt,-2.10,0.25,-0.26,0.16,-3.74,2.37,11926964
2007-04-1703:16:05.24,-31.776,179.882,5.8,5.1,173.8,A,421.3,6.5,A,5.60,0.10,A,d,3.04,17,gcmt,2.54,-1.39,-1.72,-1.50,0.17,-0.82,11927415
2007-04-1801:08:11.18,-24.118,-66.689,6.1,4.8,85.2,A,204.7,5.2,A,5.61,0.10,A,d,3.15,17,gcmt,2.36,-1.76,-1.59,1.03,1.18,-0.77,11928099
2007-04-2000:26:41.38,25.612,125.275,3.3,3.0,106.4,A,15.0,3.7,A,6.14,0.10,A,d,1.97,18,gcmt,-0.50,0.59,-1.36,0.02,0.96,1.86,11929614
2007-04-2000:31:00.51,25.666,125.219,4.6,3.5,133.4,A,15.0,3.6,A,5.74,0.10,A,d,5.09,17,gcmt,-0.83,0.31,-4.12,1.20,2.27,4.96,11929620
2007-04-2001:45:56.82,25.624,125.260,2.9,2.8,79.2,A,13.8,3.6,A,6.26,0.10,A,d,3.06,18,gcmt,-1.28,1.00,-1.90,-0.21,0.97,3.18,11929688
2007-04-2002:23:34.62,25.569,125.219,3.6,3.4,90.3,A,15.0,3.6,A,5.96,0.10,A,d,1.06,18,gcmt,-0.07,0.07,-0.36,-0.06,1.02,0.43,11929732
2007-04-2019:37:58.25,27.492,128.527,3.7,3.5,114.5,A,46.5,5.2,A,5.71,0.10,A,d,4.49,17,gcmt,-2.55,1.37,4.01,1.18,-2.14,-1.46,11930471
2007-04-2107:12:48.27,-3.521,151.407,4.5,3.3,64.1,A,413.2,6.4,A,6.12,0.10,A,d,1.86,18,gcmt,0.44,-0.79,0.81,0.94,-0.88,-1.26,11930835
2007-04-2117:20:33.38,-13.867,166.728,5.1,4.2,61.1,A,47.0,4.8,A,6.05,0.10,A,d,1.46,18,gcmt,-1.43,0.11,1.38,0.05,0.39,0.05,11931165
2007-04-2117:53:44.70,-45.271,-72.655,5.7,3.9,86.6,A,25.0,5.0,A,6.24,0.10,A,d,2.84,18,gcmt,1.03,0.28,-0.91,0.18,2.77,-0.12,11931187
2007-04-2511:52:56.20,7.420,126.460,5.6,3.6,66.0,B,32.0,4.5,A,5.66,0.10,A,d,3.84,17,gcmt,-1.60,2.99,0.05,1.89,-0.04,1.55,11934107
2007-04-2513:34:14.47,-14.262,166.852,5.6,4.1,56.3,A,55.0,5.0,A,6.36,0.10,A,d,4.31,18,gcmt,-1.30,0.36,2.99,-2.56,2.28,-1.69,11934169
2007-04-2708:02:49.22,5.353,94.631,4.0,3.2,61.5,A,38.0,4.8,A,5.90,0.10,A,d,0.86,18,gcmt,-0.31,-0.37,0.62,0.41,0.38,-0.30,11935467
2007-04-2713:49:28.68,-7.036,155.907,5.4,4.2,69.4,A,49.5,6.0,A,5.79,0.10,A,d,6.02,17,gcmt,-1.92,-0.50,5.73,-0.45,3.22,-3.81,11935683
2007-04-2814:02:38.02,-60.813,-20.396,9.8,6.2,34.0,B,10.0,25.0,C,6.06,0.10,A,d,1.50,18,gcmt,0.32,-0.17,-0.10,0.18,1.45,-0.23,11936400
2007-04-2912:41:57.72,51.886,-179.933,3.8,2.8,176.7,A,127.7,5.1,A,6.24,0.10,A,d,2.84,18,gcmt,1.38,-2.13,-1.17,1.24,-0.68,-0.21,11937032
2007-04-3015:38:53.90,-53.987,5.835,11.7,8.7,116.8,A,15.0,25.0,C,5.61,0.10,A,d,3.23,17,gcmt,-2.98,0.12,-0.46,0.17,0.29,3.44,11937836
2007-05-0100:15:21.38,-7.053,155.259,5.8,4.4,67.8,A,15.0,3.4,A,5.71,0.10,A,d,4.49,17,gcmt,-1.18,-3.19,-1.11,-2.44,-1.64,2.29,12645063
2007-05-0101:45:25.48,-7.201,155.090,5.9,4.7,55.8,A,15.0,3.4,A,5.83,0.10,A,d,6.78,17,gcmt,-1.84,-2.63,4.84,3.63,2.86,-3.00,12645109
2007-05-0311:27:20.62,1.561,126.407,6.6,3.7,70.8,B,35.0,4.6,A,5.59,0.10,A,d,3.01,17,gcmt,0.03,0.47,-0.21,-2.97,-0.00,0.18,12646866
2007-05-0412:06:51.89,-1.476,-14.950,7.3,5.1,114.0,A,9.3,3.6,A,6.22,0.10,A,d,2.66,18,gcmt,-0.89,0.84,-0.04,0.06,-2.35,0.94,12647711
2007-05-0508:51:40.25,34.315,81.960,4.0,3.1,12.3,A,10.0,3.8,A,6.06,0.10,A,d,1.54,18,gcmt,1.78,-0.10,-0.53,0.01,-0.24,-1.25,12648342
2007-05-0621:11:52.86,-19.392,-179.252,4.0,3.8,14.1,A,684.9,6.9,A,6.46,0.10,A,d,6.07,18,gcmt,-3.02,-2.40,5.28,1.35,-2.94,-2.26,12649562
2007-05-0622:01:09.08,-19.365,-179.235,5.1,4.9,39.3,A,690.4,6.9,A,6.05,0.10,A,d,1.48,18,gcmt,-0.98,-0.34,1.34,0.43,-0.68,-0.36,12649609
2007-05-0700:24:47.71,-19.270,-179.244,7.0,6.8,44.5,A,685.0,7.4,A,5.64,0.10,A,d,3.49,17,gcmt,-2.18,-0.86,2.67,1.61,-1.72,-0.49,12649686
2007-05-0711:15:17.40,-44.902,-80.766,7.0,5.7,118.7,A,15.0,25.0,C,6.02,0.10,A,d,1.30,18,gcmt,-0.40,0.03,-0.09,0.07,-1.21,0.50,12650008
2007-05-0720:32:32.91,-21.200,-178.573,6.0,5.5,39.3,A,556.7,6.5,A,5.68,0.10,A,d,4.02,17,gcmt,0.56,-1.37,-3.72,-1.62,0.22,3.16,12650275
2007-05-0909:01:47.44,6.625,123.975,5.3,3.6,75.7,A,576.0,6.9,A,5.62,0.10,A,d,3.36,17,gcmt,0.51,-2.79,-1.08,1.54,-0.54,0.56,12651395
2007-05-1211:31:03.96,-5.517,146.209,5.3,3.8,71.0,A,50.0,5.1,A,5.89,0.10,A,d,0.83,18,gcmt,-0.06,0.01,0.79,-0.06,0.35,-0.72,12653584
2007-05-1311:26:43.50,-19.435,-179.174,5.2,4.9,142.7,A,682.8,6.6,A,5.81,0.10,A,d,6.41,17,gcmt,-3.31,-2.11,5.73,1.56,-3.12,-2.42,12654377
2007-05-1501:14:55.75,-55.323,-128.016,10.3,8.2,175.1,A,10.0,25.0,C,5.58,0.10,A,d,2.91,17,gcmt,-1.53,0.09,-0.32,0.14,2.36,1.86,12655531
2007-05-1608:56:15.79,20.484,100.771,3.2,2.9,159.4,A,14.8,3.7,A,6.29,0.10,A,d,3.35,18,gcmt,3.25,0.40,-0.23,0.35,1.04,-3.03,12656539
2007-05-1623:58:41.07,-7.061,155.855,5.5,4.2,55.9,A,75.0,25.1,C,5.71,0.10,A,d,4.55,17,gcmt,-0.92,-0.38,4.14,-0.72,2.46,-3.22,12656949
2007-05-1719:29:08.91,-30.727,-178.070,6.2,4.5,110.9,A,30.0,3.9,A,5.96,0.10,A,d,1.08,18,gcmt,-0.95,0.44,0.95,0.09,-0.28,0.00,12657483
2007-05-1823:11:24.84,-7.339,151.968,6.4,4.8,65.0,A,20.0,3.5,A,5.75,0.10,A,d,5.14,17,gcmt,2.90,0.73,-0.38,-0.59,-4.28,-2.52,12658228
2007-05-2304:41:46.37,52.312,-31.833,5.0,4.1,156.0,A,10.0,3.5,A,5.70,0.10,A,d,4.40,17,gcmt,4.39,-0.04,-4.19,0.11,1.01,-0.20,12661191
2007-05-2319:09:16.81,21.929,-96.274,5.5,4.4,52.9,A,25.0,25.0,C,5.65,0.10,A,d,3.65,17,gcmt,-1.56,0.68,0.28,0.00,3.29,1.29,12661687
2007-05-2401:06:27.80,-9.533,118.827,6.0,3.8,72.2,B,65.0,5.4,A,5.57,0.10,A,d,2.74,17,gcmt,0.82,0.35,-2.21,0.88,1.79,1.39,12661902
2007-05-2517:47:30.19,-24.259,-67.098,5.5,3.9,88.5,A,173.4,5.4,A,5.89,0.10,A,d,8.46,17,gcmt,5.09,-6.41,-2.75,3.47,-0.57,-2.34,12663046
2007-05-2901:03:27.48,-4.621,151.877,4.7,3.7,62.3,A,130.8,5.2,A,6.09,0.10,A,d,1.68,18,gcmt,0.44,0.23,-0.47,-1.31,0.96,0.03,12665284
2007-05-2905:48:28.89,-13.809,166.707,5.9,5.3,52.2,A,60.0,5.0,A,5.68,0.10,A,d,4.05,17,gcmt,-4.00,-0.22,3.70,0.80,0.97,0.30,12665380
2007-05-2909:36:05.83,-1.066,127.437,5.2,3.2,68.2,B,25.0,3.8,A,6.05,0.10,A,d,1.47,18,gcmt,0.92,-0.21,-1.29,0.25,0.87,0.36,12665492
2007-05-2909:43:00.47,-1.145,127.465,9.1,5.9,73.6,B,25.0,3.7,A,5.75,0.20,B,p,,,,,,,,,,12665502
2007-05-3020:22:13.10,52.093,157.363,3.7,2.9,147.9,A,123.3,5.0,A,6.44,0.10,A,d,5.61,18,gcmt,0.67,-5.19,-0.16,-1.81,-0.97,-0.52,12666624
2007-06-0221:34:59.15,23.050,101.080,3.1,2.9,146.7,A,10.0,3.6,A,6.10,0.10,A,d,1.73,18,gcmt,0.91,-0.22,0.94,-0.28,0.84,-1.85,12670637
2007-06-0509:33:43.06,-14.869,166.780,6.6,5.2,66.6,A,27.1,3.8,A,5.76,0.10,A,d,5.42,17,gcmt,-4.91,-0.72,4.99,1.40,1.55,-0.08,12672393
2007-06-0515:27:02.74,-60.277,-26.968,10.0,6.5,38.2,B,15.0,8.8,C,5.67,0.10,A,d,3.91,17,gcmt,-1.84,2.35,2.54,0.17,-2.16,-0.70,12672599
2007-06-0611:28:26.36,-6.665,130.969,5.9,4.0,69.7,A,100.0,4.7,A,5.78,0.10,A,d,5.80,17,gcmt,2.43,2.06,1.07,1.29,4.26,-3.50,12673208
2007-06-0700:40:41.31,-3.307,146.821,4.9,3.5,61.7,A,20.0,3.6,A,6.23,0.10,A,d,2.68,18,gcmt,0.35,-0.51,0.09,-0.32,2.58,-0.45,12673835
2007-06-0813:32:02.20,13.769,-90.895,5.6,4.1,43.4,A,65.0,5.2,A,5.83,0.10,A,d,6.72,17,gcmt,-0.77,-1.46,5.91,2.08,2.85,-5.13,12675539
2007-06-1317:27:41.22,3.485,127.896,6.2,3.7,70.2,B,87.5,5.1,A,5.58,0.10,A,d,2.87,17,gcmt,-2.41,-1.66,1.94,0.69,-0.37,0.47,12936665
2007-06-1319:29:45.91,13.647,-90.823,4.4,3.6,44.3,A,65.0,4.8,A,6.68,0.10,A,d,1.27,19,gcmt,-0.15,-0.43,1.07,0.48,0.46,-0.92,12679447
2007-06-1413:37:40.65,-36.171,-100.254,7.8,7.4,134.1,A,10.0,3.4,C,5.87,0.10,A,d,7.91,17,gcmt,1.19,0.33,-2.52,1.28,-7.74,1.32,12679957
2007-06-1417:41:04.28,-5.623,151.696,5.3,4.0,69.2,A,41.0,5.0,A,5.76,0.10,A,d,5.38,17,gcmt,-1.40,3.51,3.64,0.62,-2.48,-2.24,12680072
2007-06-1422:57:15.38,-46.534,96.054,6.5,5.9,117.1,A,10.0,3.2,A,5.59,0.10,A,d,2.97,17,gcmt,2.90,0.11,-0.58,-0.00,-1.41,-2.32,12680256
2007-06-1517:29:22.30,-46.617,96.121,9.8,6.3,102.7,B,10.0,3.2,A,5.62,0.10,A,d,3.37,17,gcmt,3.15,0.54,-0.30,-0.04,-1.43,-2.86,12680757
2007-06-1518:49:52.98,1.727,30.748,5.0,4.5,100.9,A,23.0,3.7,A,5.85,0.10,A,d,7.32,17,gcmt,5.43,2.11,-3.82,-3.10,4.03,-1.61,12680792
2007-06-1601:18:48.35,1.165,126.448,5.6,3.7,75.4,B,50.0,5.1,A,5.66,0.10,A,d,3.79,17,gcmt,-1.98,-2.02,0.47,0.23,-2.70,1.51,12680976
2007-06-1604:23:59.66,-7.320,155.513,6.0,4.3,61.8,A,20.0,3.6,A,5.84,0.10,A,d,7.17,17,gcmt,-0.69,-1.73,5.95,2.72,3.15,-5.26,12936699
2007-06-1621:52:38.57,-3.160,138.735,5.2,3.4,74.0,A,35.0,4.7,A,5.73,0.10,A,d,4.87,17,gcmt,-2.43,-2.14,3.34,-0.45,3.22,-0.90,12681557
2007-06-1806:18:46.16,-3.663,150.993,5.5,3.9,66.8,A,10.0,3.6,A,6.31,0.10,A,d,3.62,18,gcmt,-3.69,-0.01,0.27,0.10,0.67,3.42,12682484
2007-06-1806:28:43.39,-14.890,166.867,7.0,5.7,61.0,A,25.9,3.8,A,5.79,0.10,A,d,5.89,17,gcmt,-5.20,-0.76,5.95,0.38,1.58,-0.75,12682492
2007-06-2308:17:18.23,21.443,99.758,3.3,3.2,111.6,A,10.0,3.7,A,5.62,0.10,A,d,3.31,17,gcmt,3.04,0.86,-0.55,0.20,1.64,-2.49,12686228
2007-06-2400:25:20.10,-55.879,-2.843,8.4,6.8,79.9,A,10.0,25.0,C,6.49,0.10,A,d,6.71,18,gcmt,2.02,-1.71,-0.46,2.31,5.82,-1.56,12686821
2007-06-2622:23:03.72,-10.446,108.169,4.9,3.5,76.7,A,15.0,3.4,A,6.00,0.10,A,d,1.24,18,gcmt,-0.52,0.07,-0.84,0.37,-0.47,1.37,12688912
2007-06-2802:52:10.63,-7.948,154.698,4.4,3.5,56.1,A,18.0,3.6,A,6.69,0.10,A,d,1.32,19,gcmt,-1.13,-0.39,-0.01,0.54,0.16,1.14,12690007
2007-06-2808:44:47.81,-15.805,-74.903,7.2,4.5,62.2,B,26.3,4.6,A,5.77,0.10,A,d,5.48,17,gcmt,-2.17,-4.67,2.42,1.13,1.31,-0.25,12690167
2007-06-2819:25:21.33,-31.970,-71.357,7.3,3.9,80.7,B,69.7,5.3,A,5.65,0.10,A,d,3.62,17,gcmt,1.64,-3.14,-1.91,0.09,0.28,0.26,12690583
2007-06-2902:02:18.46,-15.863,-74.996,8.5,5.2,60.5,B,25.0,4.7,A,5.61,0.10,A,d,3.18,17,gcmt,-1.53,-2.55,1.58,0.83,0.75,-0.05,12690791
2007-07-0104:12:07.42,43.682,144.732,3.7,3.1,162.4,A,130.8,5.2,A,5.78,0.10,A,d,5.79,17,gcmt,-2.00,1.70,-1.61,4.64,-0.51,3.60,12936809
2007-07-0110:21:59.19,-22.206,-179.542,6.1,5.9,24.3,A,603.9,6.6,A,5.60,0.10,A,d,3.09,17,gcmt,-0.76,-2.64,0.40,-1.28,-1.17,0.36,13197899
2007-07-0114:34:11.14,-5.905,130.568,5.5,3.4,67.6,B,130.0,4.8,A,5.90,0.10,A,d,0.86,18,gcmt,0.45,0.34,0.30,0.39,0.22,-0.75,12759573
2007-07-0308:26:01.93,0.828,-30.314,7.1,5.0,124.0,A,15.0,3.4,A,6.32,0.10,A,d,3.71,18,gcmt,-0.44,1.38,-0.01,-0.40,-3.40,0.46,13197982
2007-07-0601:09:18.48,16.495,-93.784,3.7,3.1,51.7,A,121.1,5.2,A,6.06,0.10,A,d,1.50,18,gcmt,0.62,-0.85,-0.65,0.90,-0.61,0.02,13198132
2007-07-0906:50:48.96,-26.193,-177.781,8.0,6.7,103.8,A,25.0,3.8,A,5.58,0.10,A,d,2.91,17,gcmt,-0.92,0.01,-0.12,0.39,2.71,1.04,13198307
2007-07-1205:23:48.91,-7.906,-74.323,5.2,3.7,87.7,A,151.5,5.4,A,6.06,0.10,A,d,1.51,18,gcmt,1.28,-0.80,-0.69,0.65,-0.01,-0.59,13198448
2007-07-1316:33:36.21,-55.055,-128.569,8.8,8.5,119.8,A,10.0,8.3,C,5.75,0.10,A,d,5.13,17,gcmt,-2.75,0.60,-0.59,0.24,4.08,3.34,12768416
2007-07-1321:54:43.10,51.722,-176.192,4.8,3.2,176.9,A,35.0,4.6,A,5.97,0.10,A,d,1.10,18,gcmt,-0.10,0.36,0.93,0.39,-0.39,-0.82,13198531
2007-07-1509:27:34.69,-15.426,168.676,5.0,4.5,55.8,A,10.0,3.4,A,6.14,0.10,A,d,2.01,18,gcmt,-1.95,-0.29,1.84,0.46,-0.38,0.12,13198585
2007-07-1513:08:01.43,52.378,-168.108,5.1,3.8,178.7,A,15.0,3.4,A,6.09,0.10,A,d,1.70,18,gcmt,-0.34,0.56,1.16,1.06,-0.62,-0.81,12769421
2007-07-1513:26:16.17,52.410,-168.040,6.6,4.5,171.7,A,15.0,3.4,A,5.88,0.10,A,d,8.08,17,gcmt,-2.14,4.94,4.72,4.15,-2.64,-2.58,13198598
2007-07-1601:13:22.68,37.478,138.567,2.8,2.7,147.9,A,14.7,3.6,A,6.63,0.10,A,d,1.08,19,gcmt,-0.52,-0.36,0.93,-0.42,-0.45,-0.40,12769769
2007-07-1606:37:40.58,37.498,138.627,2.9,2.8,19.6,A,17.7,3.7,A,5.75,0.10,A,d,5.22,17,gcmt,-3.34,-2.26,4.35,-1.87,-1.75,-1.01,13198644
2007-07-1614:17:37.55,36.850,134.954,3.1,2.9,90.5,A,357.9,5.4,A,6.82,0.10,A,d,2.10,19,gcmt,-0.94,-1.40,-0.33,-0.39,1.00,1.27,12770722
2007-07-1709:39:29.10,-26.195,-177.738,6.3,4.7,94.6,A,15.0,25.6,C,6.10,0.10,A,d,1.72,18,gcmt,0.10,0.02,-0.23,0.17,1.71,0.12,13198706
