date,lat,lon,smajax,sminax,strike,q,depth,unc,q,mw,unc,q,s,mo,fac,mo_auth,mpp,mpr,mrr,mrt,mtp,mtt,eventid
1921-11-1520:36:43.46,36.202,70.711,14.2,7.9,20.8,B,240.0,21.7,C,7.80,0.40,C,d,5.40,20,bibliog,,,,,,,912367
1921-12-1815:29:28.12,-3.827,-71.322,13.3,8.4,50.7,B,540.0,25.0,C,7.30,0.30,B,d,1.20,20,bibliog,,,,,,,912389
1922-01-0119:46:36.29,-15.873,-177.956,22.9,11.5,147.1,C,15.0,7.3,C,6.59,0.20,C,p,,,,,,,,,,911791
1922-01-0614:11:05.20,-17.734,-72.743,23.2,12.8,14.1,C,15.0,9.9,C,6.85,0.47,C,p,,,,,,,,,,911793
1922-01-0905:09:39.11,23.802,-45.802,12.4,7.0,144.2,B,10.0,25.0,C,6.89,0.20,B,p,,,,,,,,,,911798
1922-01-1703:50:28.71,-3.025,-71.398,11.0,8.3,61.2,A,475.0,25.0,C,7.90,0.20,B,d,9.40,20,bibliog,,,,,,,911801
1922-01-1921:59:04.64,-7.629,141.173,28.4,11.0,65.3,C,15.0,25.0,C,6.88,0.66,C,p,,,,,,,,,,911802
1922-01-2203:23:49.27,-19.070,-175.144,35.8,16.3,132.6,C,15.0,28.9,C,6.44,0.62,C,p,,,,,,,,,,911804
1922-01-3113:17:31.92,41.115,-125.540,7.1,6.3,37.6,A,15.0,25.0,C,7.29,0.25,B,p,,,,,,,,,,911811
1922-03-1011:21:04.41,34.243,-119.097,32.8,8.6,38.2,C,10.0,5.4,C,6.49,0.25,C,p,,,,,,,,,,911838
1922-04-0219:17:54.67,53.889,-164.989,12.7,9.9,0.3,A,35.0,15.2,C,6.44,0.25,C,p,,,,,,,,,,911853
1922-04-0509:59:33.89,-1.388,137.403,22.3,9.4,60.6,B,25.0,25.0,C,6.82,0.39,C,p,,,,,,,,,,911855
1922-04-0820:42:35.41,70.913,-9.575,12.1,7.3,37.9,B,15.0,25.0,C,6.48,0.29,B,p,,,,,,,,,,911861
1922-04-2521:19:07.46,-12.049,166.151,20.9,17.3,105.9,C,35.0,12.9,C,6.44,0.40,C,p,,,,,,,,,,911876
1922-04-2603:59:09.42,46.022,154.082,18.2,11.6,137.8,C,15.0,8.9,C,6.52,0.39,C,p,,,,,,,,,,911880
1922-05-0211:10:53.44,20.049,98.253,18.5,7.8,6.8,C,35.0,25.0,C,6.71,0.20,B,p,,,,,,,,,,911885
1922-05-0409:12:55.07,46.619,153.156,11.8,7.8,133.7,B,15.0,18.1,C,6.56,0.20,B,p,,,,,,,,,,911887
1922-05-0913:50:30.77,-9.272,118.683,16.8,9.2,34.4,B,35.0,23.3,C,6.98,0.33,C,p,,,,,,,,,,911893
1922-05-1218:39:32.82,-21.733,170.104,17.2,10.2,151.0,C,25.0,23.6,C,6.56,0.20,B,p,,,,,,,,,,911899
1922-05-1520:21:31.87,41.172,143.054,30.5,6.7,110.2,C,30.0,18.5,C,6.45,0.20,C,p,,,,,,,,,,911900
1922-06-0220:11:48.07,7.268,127.294,15.1,7.9,71.9,B,15.0,11.8,C,6.60,0.59,C,p,,,,,,,,,,911911
1922-06-1204:47:44.29,23.790,-108.438,13.7,9.0,39.9,C,10.0,13.3,C,6.87,0.69,C,p,,,,,,,,,,911923
1922-07-0213:36:05.85,54.808,-161.210,10.8,8.6,178.4,A,35.0,15.9,C,6.57,0.38,C,p,,,,,,,,,,911944
1922-08-1108:19:41.63,34.989,27.176,14.2,5.9,42.2,C,20.0,15.8,C,6.32,0.32,C,p,,,,,,,,,,911973
1922-08-1300:09:55.16,35.324,27.547,12.7,6.2,49.7,B,15.0,11.0,C,6.73,0.29,B,p,,,,,,,,,,911975
1922-08-1615:56:33.76,52.971,159.723,12.0,8.4,132.7,A,45.0,11.8,C,6.62,0.20,B,p,,,,,,,,,,911980
1922-08-2519:29:45.67,50.039,90.847,16.2,10.2,48.5,C,10.0,6.0,C,6.56,0.66,C,p,,,,,,,,,,911992
1922-08-2917:01:10.67,12.272,121.746,16.1,9.5,88.6,B,15.0,25.0,C,6.49,0.20,B,p,,,,,,,,,,911996
1922-09-0119:16:07.30,24.330,121.842,8.5,7.6,123.7,A,20.0,8.0,C,7.09,0.65,C,p,,,,,,,,,,911999
1922-09-1419:31:42.25,24.337,122.547,10.8,8.8,105.1,A,25.0,43.3,C,6.90,0.47,C,p,,,,,,,,,,912011
1922-10-1423:46:52.57,24.613,121.325,13.0,7.2,137.7,C,15.0,11.5,C,6.97,0.60,C,p,,,,,,,,,,912041
1922-10-1706:38:01.14,12.230,95.613,32.7,15.3,37.9,C,20.0,25.0,C,6.45,0.20,C,p,,,,,,,,,,912043
1922-10-2714:22:49.06,23.966,121.529,16.3,8.6,98.9,B,15.0,7.1,C,6.42,0.68,C,p,,,,,,,,,,912049
1922-11-0723:00:17.63,-28.365,-71.960,16.6,10.5,73.7,B,25.0,6.7,C,6.99,0.20,B,p,,,,,,,,,,912057
1922-11-1104:32:51.44,-28.293,-69.852,14.4,9.8,63.7,A,70.0,18.7,C,8.30,0.40,C,d,4.20,21,bibliog,,,,,,,912062
1922-11-1118:09:31.24,-28.389,-70.580,16.5,9.7,67.6,B,35.0,18.5,C,6.62,0.28,C,p,,,,,,,,,,912063
1922-11-1711:02:53.78,-30.333,-72.489,23.5,12.2,29.9,C,15.0,14.3,C,6.71,0.54,C,p,,,,,,,,,,912083
1922-12-0716:50:18.63,32.629,129.690,19.3,8.6,144.9,B,15.0,3.7,C,6.62,0.70,C,p,,,,,,,,,,912099
1922-12-0822:33:17.54,41.307,141.613,14.6,7.2,109.0,B,15.0,32.1,C,6.63,0.46,C,p,,,,,,,,,,912110
1922-12-3107:20:10.55,45.492,151.040,10.2,6.1,139.4,B,35.0,9.3,C,6.76,0.24,B,p,,,,,,,,,,912134
1923-01-2209:04:20.96,40.377,-125.118,15.5,6.6,59.3,C,15.0,10.6,C,6.91,0.47,C,p,,,,,,,,,,911261
1923-02-0119:24:56.93,-21.668,169.849,18.2,12.4,116.4,C,30.0,23.6,C,6.88,0.22,B,p,,,,,,,,,,911267
1923-02-0201:06:32.88,52.185,162.032,22.4,10.7,138.5,C,15.0,25.0,C,6.72,0.20,C,p,,,,,,,,,,911269
1923-02-0205:07:48.43,53.633,160.692,11.4,7.1,154.8,B,35.0,12.8,C,7.18,0.40,C,p,,,,,,,,,,911270
1923-02-0316:01:50.99,54.486,160.472,10.4,6.4,142.4,B,15.0,23.6,C,8.40,0.40,C,d,5.50,21,bibliog,,,,,,,911271
1923-02-1122:45:46.62,55.493,162.424,19.7,12.3,138.6,C,35.0,24.4,C,6.25,0.33,C,p,,,,,,,,,,911282
1923-02-1201:58:39.96,54.382,162.014,14.9,9.6,137.0,B,20.0,7.1,C,6.41,0.36,C,p,,,,,,,,,,911283
1923-02-2305:52:00.23,-0.620,123.140,16.5,8.1,65.8,B,35.0,40.1,C,6.45,0.20,B,p,,,,,,,,,,911295
1923-02-2407:34:44.59,55.388,163.265,9.4,6.1,149.7,B,15.0,17.5,C,7.27,0.31,C,p,,,,,,,,,,911296
1923-03-0216:48:34.07,7.619,124.857,13.7,10.0,86.8,A,15.0,10.0,C,7.00,0.58,C,p,,,,,,,,,,911301
1923-03-0400:09:26.17,-1.424,-23.137,32.4,16.9,139.6,C,15.0,25.0,C,6.27,0.59,C,p,,,,,,,,,,911304
1923-03-1420:44:12.10,6.042,126.873,20.0,10.8,61.5,C,35.0,40.3,C,6.40,0.25,C,p,,,,,,,,,,911312
1923-03-1622:01:44.81,6.546,127.305,12.2,8.1,78.5,A,35.0,16.6,C,6.80,0.20,B,p,,,,,,,,,,911315
1923-03-2412:40:17.03,31.295,100.750,8.7,6.1,14.6,A,15.0,2.3,C,7.00,0.43,C,p,,,,,,,,,,911322
1923-04-1315:31:07.41,56.355,162.696,12.8,9.2,152.0,B,35.0,10.5,C,6.77,0.57,C,p,,,,,,,,,,911331
1923-04-1903:09:13.52,2.498,117.398,11.8,8.0,94.9,B,35.0,25.0,C,6.76,0.20,B,p,,,,,,,,,,911334
1923-04-2303:17:00.45,26.392,127.030,18.8,8.9,133.4,C,20.0,11.5,C,6.60,0.37,C,p,,,,,,,,,,911336
1923-05-0416:26:48.55,55.828,-156.832,9.7,6.8,14.3,B,25.0,15.7,C,7.00,0.30,B,d,3.90,19,bibliog,,,,,,,911354
1923-05-1201:20:08.80,-6.966,105.171,22.7,10.5,31.4,C,25.0,15.0,C,6.40,0.20,B,p,,,,,,,,,,911366
1923-05-2322:37:06.53,53.310,162.035,13.1,7.9,147.5,B,15.0,17.5,C,6.45,0.22,B,p,,,,,,,,,,911376
1923-05-2801:25:52.31,-2.691,88.327,16.7,7.8,25.2,C,15.0,25.0,C,6.37,0.28,B,p,,,,,,,,,,911383
1923-06-0117:24:46.38,35.919,141.523,5.8,4.0,136.6,A,15.0,12.4,B,6.93,0.40,C,p,,,,,,,,,,911391
1923-06-1808:15:57.64,-18.156,-175.550,20.4,9.9,139.8,B,15.0,13.7,C,6.77,0.20,B,p,,,,,,,,,,911414
1923-06-2206:44:40.31,22.845,98.711,9.6,6.4,14.4,A,25.0,25.0,C,7.24,0.20,B,p,,,,,,,,,,911420
1923-07-0202:32:15.12,26.001,121.369,11.4,8.8,23.3,B,25.0,25.0,C,6.16,0.22,B,p,,,,,,,,,,911428
1923-07-1203:15:39.68,-15.777,179.992,18.5,10.3,141.7,B,15.0,25.0,C,6.39,0.58,C,p,,,,,,,,,,911444
1923-07-2015:02:43.02,-1.256,-14.024,24.6,10.6,138.5,C,10.0,8.6,C,6.45,0.22,B,p,,,,,,,,,,911458
1923-07-2214:18:06.58,52.222,173.153,10.2,7.9,151.8,A,25.0,7.1,C,6.41,0.20,C,p,,,,,,,,,,911465
1923-08-0108:16:27.01,34.786,25.160,12.1,6.4,43.1,C,15.0,11.2,C,5.62,0.20,C,p,,,,,,,,,,911481
1923-08-0812:01:21.05,10.362,-62.804,13.0,10.7,82.2,B,20.0,8.4,C,6.33,0.32,C,p,,,,,,,,,,911491
1923-08-1100:54:43.46,5.231,118.280,13.7,10.0,100.8,A,35.0,17.5,C,6.34,0.20,B,p,,,,,,,,,,911497
1923-08-2823:15:13.01,24.813,-109.063,12.1,8.5,49.4,B,10.0,8.0,C,6.45,0.42,C,p,,,,,,,,,,911521
1923-09-0102:58:35.54,35.413,139.298,4.2,2.8,160.5,A,15.0,62.0,B,8.10,0.30,B,d,1.50,21,bibliog,,,,,,,911526
1923-09-0107:38:06.39,35.196,139.244,8.5,3.9,146.6,C,15.0,3.3,B,6.39,0.20,B,p,,,,,,,,,,911550
1923-09-0202:46:41.94,35.007,139.926,5.3,3.6,141.4,A,15.0,13.4,B,7.75,0.50,C,p,,,,,,,,,,911591
1923-09-0922:03:46.70,24.937,90.721,11.3,6.4,19.1,B,15.0,25.0,C,6.83,0.20,B,p,,,,,,,,,,911634
1923-09-1616:34:47.07,-2.481,139.054,17.5,9.2,59.7,B,35.0,16.0,C,6.51,0.20,B,p,,,,,,,,,,911641
1923-09-1707:09:18.32,36.617,57.046,20.2,8.1,22.6,B,15.0,25.0,C,6.44,0.20,B,p,,,,,,,,,,911644
1923-09-2220:47:43.50,29.196,56.833,12.9,6.1,16.0,B,15.0,25.0,C,6.76,0.66,C,p,,,,,,,,,,911651
1923-09-2608:23:45.20,34.552,139.133,6.9,3.2,147.2,B,10.0,4.7,C,6.49,0.36,C,p,,,,,,,,,,911657
1923-09-3001:20:53.35,52.940,-32.255,14.3,6.3,173.5,B,10.0,25.0,C,6.70,0.64,C,p,,,,,,,,,,911663
1923-10-0108:16:28.58,29.012,70.033,17.5,9.0,22.7,C,15.0,25.0,C,6.32,0.31,C,p,,,,,,,,,,911666
1923-10-0703:29:38.65,-1.231,129.550,10.7,8.0,58.1,A,15.0,11.5,C,7.37,0.48,C,p,,,,,,,,,,911676
1923-10-1007:11:23.89,71.464,-9.480,9.4,5.9,30.0,B,15.0,25.0,C,6.51,0.32,C,p,,,,,,,,,,911688
1923-11-0316:19:23.91,28.990,129.973,8.2,5.8,126.0,A,35.0,17.7,C,6.76,0.36,C,p,,,,,,,,,,911714
1923-11-0400:04:35.28,-4.619,153.001,10.7,9.1,26.0,A,35.0,18.7,C,6.96,0.65,C,p,,,,,,,,,,911715
1923-11-0521:28:02.96,29.111,130.262,7.7,5.3,141.5,A,35.0,19.8,C,6.94,0.44,C,p,,,,,,,,,,911721
1923-11-0617:15:23.25,-38.708,-73.182,21.5,13.2,16.0,C,35.0,9.4,C,6.16,0.38,C,p,,,,,,,,,,911723
1923-11-1821:29:31.80,23.882,122.228,9.3,6.9,153.2,B,25.0,6.4,C,6.58,0.43,C,p,,,,,,,,,,911741
1923-12-0520:56:50.04,39.802,23.597,8.9,6.0,29.7,A,10.0,4.1,C,6.24,0.20,B,p,,,,,,,,,,911765
1923-12-2822:24:50.01,39.664,69.093,11.1,6.8,40.0,B,20.0,25.0,C,6.48,0.20,B,p,,,,,,,,,,911786
1924-01-1420:50:21.04,35.865,139.394,4.2,3.1,148.8,A,15.0,38.1,B,6.84,0.39,C,p,,,,,,,,,,910800
1924-01-2901:54:58.92,-28.222,-70.755,19.1,9.0,43.2,B,45.0,19.0,C,6.67,0.37,C,p,,,,,,,,,,910820
1924-02-1322:50:18.83,-3.065,121.254,12.1,10.1,136.1,C,35.0,25.0,C,6.59,0.20,B,p,,,,,,,,,,910833
1924-03-0410:07:53.25,9.791,-83.915,9.6,6.6,55.6,B,15.0,16.7,C,7.12,0.20,B,p,,,,,,,,,,910853
1924-03-1110:41:19.06,10.058,-84.855,23.6,13.3,82.0,C,20.0,13.4,C,6.37,0.44,C,p,,,,,,,,,,910860
1924-03-1510:31:24.08,49.179,142.436,8.9,6.9,105.1,A,15.0,7.4,C,6.75,0.20,B,p,,,,,,,,,,910873
1924-03-2620:02:41.35,-17.399,-178.590,40.7,13.3,143.1,C,15.0,21.2,C,6.10,0.26,B,p,,,,,,,,,,910887
1924-04-1416:20:36.71,6.722,126.038,11.4,6.8,66.3,B,15.0,51.3,C,8.01,0.34,C,p,,,,,,,,,,910911
1924-04-2120:00:59.17,18.709,-100.769,10.8,8.0,14.1,C,15.0,12.4,C,6.40,0.20,B,p,,,,,,,,,,910918
1924-05-0119:54:24.26,12.425,-89.026,10.8,6.6,41.3,B,20.0,25.6,C,6.64,0.32,C,p,,,,,,,,,,910933
1924-05-0416:51:50.38,-21.246,-178.755,15.5,10.9,146.0,A,535.0,17.3,C,7.10,0.20,B,d,5.60,19,bibliog,,,,,,,910936
1924-05-0616:09:29.24,15.889,119.099,9.7,8.1,73.2,A,15.0,7.3,C,6.66,0.39,C,p,,,,,,,,,,910942
1924-05-1705:16:07.66,-2.319,133.082,33.6,12.3,56.1,B,15.0,25.0,C,6.35,0.57,C,p,,,,,,,,,,910958
1924-06-2601:37:33.31,-56.198,158.563,13.8,11.2,94.8,A,10.0,25.0,C,7.53,0.37,C,p,,,,,,,,,,910998
1924-07-0304:40:12.68,36.983,84.164,10.3,5.9,37.0,B,10.0,25.0,C,7.03,0.49,C,p,,,,,,,,,,911007
1924-07-0614:18:51.67,7.224,-77.601,12.1,8.7,75.7,B,20.0,6.1,C,6.44,0.20,B,p,,,,,,,,,,911013
1924-07-0618:31:54.26,40.231,73.267,13.9,7.2,48.7,B,25.0,5.5,C,6.46,0.29,B,p,,,,,,,,,,911014
1924-07-1215:12:40.50,40.622,73.423,11.6,6.3,42.6,B,25.0,27.1,C,6.59,0.20,B,p,,,,,,,,,,911027
1924-07-2404:55:19.68,-49.522,158.911,11.8,9.9,35.5,A,15.0,25.0,C,7.11,0.26,B,p,,,,,,,,,,911040
1924-07-2905:18:41.51,-3.169,121.189,17.0,12.9,151.0,C,35.0,25.0,C,6.52,0.22,B,p,,,,,,,,,,911044
1924-08-1006:11:55.48,-31.259,-177.007,19.5,9.2,130.8,C,15.0,3.9,C,6.50,0.32,C,p,,,,,,,,,,911052
1924-08-1418:02:41.18,36.135,141.387,5.4,3.7,129.9,A,15.0,12.4,B,6.95,0.48,C,p,,,,,,,,,,911061
1924-08-1423:27:26.48,36.350,142.119,7.1,3.7,126.8,C,10.0,12.9,C,6.28,0.21,C,p,,,,,,,,,,911062
1924-08-1701:45:55.59,35.692,142.278,9.3,4.7,134.3,C,10.0,35.3,C,6.20,0.37,C,p,,,,,,,,,,911063
1924-08-2502:21:45.75,-45.263,34.676,15.9,13.1,13.9,C,10.0,25.0,C,6.31,0.20,B,p,,,,,,,,,,911069
1924-08-2514:31:00.97,36.502,141.846,6.7,4.0,122.6,B,25.0,12.9,C,6.39,0.41,C,p,,,,,,,,,,911070
1924-08-2523:07:02.19,54.949,162.210,12.8,9.2,135.4,B,25.0,21.5,C,6.35,0.20,C,p,,,,,,,,,,911072
1924-08-3003:04:59.79,8.963,126.893,9.8,6.3,61.9,B,15.0,16.2,C,7.08,0.28,B,p,,,,,,,,,,911077
1924-09-1314:34:15.78,39.897,41.891,7.3,4.7,7.3,B,15.0,6.7,C,6.81,0.20,B,p,,,,,,,,,,911110
1924-09-1413:13:12.97,51.383,178.178,14.1,8.8,0.8,B,25.0,9.9,C,6.63,0.25,B,p,,,,,,,,,,911119
1924-09-1414:08:08.98,9.921,127.409,29.6,11.5,52.2,C,15.0,25.0,C,6.39,0.26,B,p,,,,,,,,,,911120
1924-09-1602:36:03.37,39.061,70.538,12.3,6.4,46.4,B,20.0,9.9,C,6.23,0.20,B,p,,,,,,,,,,911122
1924-10-0820:32:55.86,30.882,89.651,8.9,7.6,35.4,A,15.0,25.0,C,6.50,0.20,B,p,,,,,,,,,,911152
1924-10-1219:34:15.45,-0.266,-29.524,26.4,14.8,138.3,C,10.0,25.0,C,6.36,0.20,B,p,,,,,,,,,,911155
1924-10-2019:52:49.31,55.506,165.188,10.4,6.9,161.9,B,25.0,12.2,C,6.60,0.26,B,p,,,,,,,,,,911169
1924-10-2719:57:11.33,7.152,124.337,13.7,8.9,91.7,C,20.0,14.8,C,6.22,0.30,C,p,,,,,,,,,,911174
1924-11-1308:32:13.31,-26.711,-176.505,35.9,10.1,117.3,C,35.0,6.3,C,6.20,0.20,B,p,,,,,,,,,,911197
1924-12-1117:28:35.89,-41.712,80.162,19.9,13.4,14.6,C,10.0,10.9,C,6.32,0.20,C,p,,,,,,,,,,911218
1924-12-1223:44:51.27,-11.752,110.335,27.2,9.6,52.2,C,15.0,25.0,C,6.46,0.20,B,p,,,,,,,,,,911225
1925-01-1812:05:56.29,47.803,153.607,8.4,5.1,138.1,B,35.0,32.3,C,7.18,0.24,B,p,,,,,,,,,,910330
1925-01-2804:05:35.42,43.558,147.601,8.1,5.5,124.3,A,30.0,16.0,C,6.75,0.24,B,p,,,,,,,,,,910341
1925-02-0105:24:03.31,43.707,147.447,9.1,5.4,136.8,B,30.0,16.0,C,6.47,0.44,C,p,,,,,,,,,,910348
1925-02-0213:29:14.90,43.643,147.559,9.9,6.5,131.2,B,30.0,16.0,C,6.55,0.33,C,p,,,,,,,,,,910358
1925-02-0219:46:53.31,43.415,148.187,9.9,6.9,128.4,B,35.0,12.3,C,6.80,0.20,B,p,,,,,,,,,,910362
1925-02-1313:49:29.73,-28.872,-176.196,25.3,11.9,124.7,C,35.0,23.1,C,6.51,0.61,C,p,,,,,,,,,,910384
1925-02-1617:39:22.51,-59.092,-7.375,15.6,13.4,180.0,B,10.0,25.0,C,6.60,0.44,C,p,,,,,,,,,,910387
1925-02-2001:02:22.28,45.460,150.099,8.1,5.3,131.6,B,15.0,11.5,C,6.93,0.23,B,p,,,,,,,,,,910390
1925-02-2323:53:48.08,61.109,-147.755,10.5,6.7,32.0,B,25.0,13.9,C,6.63,0.46,C,p,,,,,,,,,,910392
1925-03-0102:19:18.65,47.495,-69.928,6.6,4.5,140.0,A,15.0,4.4,C,6.30,0.30,B,d,3.10,18,bibliog,,,,,,,910394
1925-03-1614:42:17.91,25.713,100.422,8.7,6.0,15.9,A,10.0,25.0,C,6.85,0.20,B,p,,,,,,,,,,910412
1925-03-2208:41:58.62,-18.700,168.574,13.1,9.9,146.8,B,35.0,32.2,C,7.18,0.24,B,p,,,,,,,,,,910423
1925-03-2921:12:35.92,7.853,-77.805,9.8,6.6,61.4,B,15.0,25.0,C,6.40,0.20,B,p,,,,,,,,,,910429
1925-04-0718:05:41.15,7.509,126.734,14.5,7.8,71.1,B,25.0,36.0,C,6.33,0.20,B,p,,,,,,,,,,910439
1925-04-1110:42:06.78,-34.646,58.358,11.1,9.9,11.9,A,10.0,25.0,C,7.11,0.40,C,p,,,,,,,,,,910440
1925-04-1619:52:41.39,21.788,121.100,6.9,5.0,112.1,A,15.0,10.6,C,7.05,0.20,B,p,,,,,,,,,,910450
1925-05-0317:21:47.03,1.190,126.304,13.1,6.1,65.7,B,15.0,21.0,C,7.14,0.20,B,p,,,,,,,,,,910473
1925-05-0322:59:07.16,-34.667,57.713,12.7,9.4,39.4,A,15.0,25.0,C,6.94,0.61,C,p,,,,,,,,,,910474
1925-05-0510:06:13.93,9.782,123.064,10.1,7.0,80.4,A,15.0,4.5,C,6.71,0.39,C,p,,,,,,,,,,910478
1925-05-0523:21:08.90,1.181,126.104,11.8,7.3,69.7,B,15.0,23.1,C,6.66,0.32,C,p,,,,,,,,,,910484
1925-05-1511:57:05.72,-25.570,-70.492,17.0,9.0,54.1,B,30.0,23.0,C,6.37,0.25,B,p,,,,,,,,,,910497
1925-05-1905:23:47.33,-34.295,57.957,11.1,9.1,18.0,A,10.0,25.0,C,6.64,0.26,B,p,,,,,,,,,,910503
1925-05-2302:09:45.88,35.423,135.007,3.4,2.2,152.4,B,15.0,5.4,B,6.61,0.33,C,p,,,,,,,,,,910508
1925-05-2805:55:12.20,-36.519,56.222,12.2,10.3,3.0,A,10.0,25.0,C,6.52,0.20,B,p,,,,,,,,,,910520
1925-06-0304:33:54.06,1.292,126.010,12.3,7.9,62.6,B,15.0,22.4,C,6.96,0.23,B,p,,,,,,,,,,910524
1925-06-0723:41:36.60,4.279,-75.331,15.7,7.9,68.6,B,15.0,25.0,C,6.29,0.67,C,p,,,,,,,,,,910531
1925-06-0913:40:23.42,-4.015,143.467,15.9,12.0,77.0,C,25.0,25.4,C,7.03,0.55,C,p,,,,,,,,,,910532
1925-06-2801:21:12.74,46.367,-111.408,7.5,5.8,154.2,A,15.0,25.0,C,6.94,0.67,C,p,,,,,,,,,,910562
1925-06-2806:14:05.06,28.613,130.088,12.4,7.5,134.9,C,35.0,8.5,C,6.38,0.30,C,p,,,,,,,,,,910565
1925-06-2914:42:23.16,34.418,-120.196,17.6,6.5,43.8,C,10.0,3.4,C,6.80,0.40,C,d,2.00,19,bibliog,,,,,,,910569
1925-07-0409:09:56.87,-6.549,155.252,18.3,12.9,61.8,C,15.0,25.0,C,6.20,0.28,B,p,,,,,,,,,,910585
1925-07-0714:12:29.74,19.244,-106.838,13.1,8.8,33.3,C,20.0,25.0,C,6.37,0.56,C,p,,,,,,,,,,910594
1925-08-0707:47:54.41,18.730,-101.321,12.1,9.1,21.6,B,75.0,17.4,C,6.36,0.38,C,p,,,,,,,,,,910636
1925-08-1404:08:41.74,-59.834,152.585,21.8,12.9,98.5,B,10.0,25.0,C,6.27,0.35,C,p,,,,,,,,,,910645
1925-08-1912:07:32.47,55.350,167.086,8.2,6.8,153.9,A,15.0,25.0,C,7.02,0.23,B,p,,,,,,,,,,910653
1925-10-1205:44:45.78,-34.308,58.251,12.8,10.6,1.4,B,10.0,25.0,C,6.31,0.31,C,p,,,,,,,,,,910708
1925-10-1317:40:38.56,10.794,-42.266,9.0,6.5,123.7,A,10.0,4.9,C,7.24,0.33,C,p,,,,,,,,,,910710
1925-10-2217:01:44.49,-5.514,102.812,11.7,6.5,34.4,C,35.0,7.0,C,6.65,0.20,B,p,,,,,,,,,,910720
1925-10-3014:41:46.06,-9.824,160.708,14.6,10.0,68.7,A,15.0,8.3,C,6.38,0.30,B,p,,,,,,,,,,910726
1925-11-1013:50:37.11,-0.652,130.620,14.2,7.5,54.5,B,15.0,25.0,C,7.33,0.23,B,p,,,,,,,,,,910733
1925-11-1312:14:51.03,12.653,124.767,8.7,5.7,64.1,B,20.0,19.4,C,7.25,0.20,B,p,,,,,,,,,,910734
1925-11-1611:55:01.66,18.496,-106.846,9.7,9.0,39.4,B,15.0,12.7,C,6.98,0.20,B,p,,,,,,,,,,910739
1925-11-1700:17:52.79,-10.490,-80.562,22.1,8.6,46.5,C,10.0,25.0,C,6.31,0.20,C,p,,,,,,,,,,910740
1925-11-2816:13:32.29,-18.110,167.923,12.9,12.2,169.0,B,25.0,15.6,C,6.56,0.29,B,p,,,,,,,,,,910752
1925-12-1916:09:39.92,-31.591,-110.835,15.4,9.4,143.5,B,10.0,5.0,C,6.88,0.26,B,p,,,,,,,,,,910777
1925-12-2205:05:39.57,20.620,101.452,10.2,6.4,5.1,B,15.0,25.0,C,6.66,0.20,B,p,,,,,,,,,,910778
1925-12-2618:23:45.85,8.864,125.538,20.9,14.2,67.9,C,20.0,27.9,C,6.47,0.20,B,p,,,,,,,,,,910783
1925-12-2710:28:20.43,1.670,126.298,18.8,11.4,59.3,B,35.0,20.8,C,6.28,0.20,C,p,,,,,,,,,,910784
1925-12-2916:04:20.14,-1.425,120.234,12.0,9.4,84.7,B,25.0,6.2,C,6.46,0.20,B,p,,,,,,,,,,910789
1925-12-3108:46:53.60,-15.142,-172.032,54.3,14.5,120.2,C,15.0,8.2,C,6.10,0.20,B,p,,,,,,,,,,910790
1926-01-1821:07:24.82,-2.805,88.211,12.4,6.9,31.7,B,15.0,25.0,C,6.70,0.20,B,p,,,,,,,,,,909715
1926-01-2500:36:25.22,-10.000,159.248,9.2,8.4,105.6,A,15.0,16.5,C,7.56,0.35,C,p,,,,,,,,,,909720
1926-01-2607:04:40.42,-21.754,169.338,12.7,10.6,141.2,B,20.0,12.8,C,6.63,0.58,C,p,,,,,,,,,,909722
1926-02-0815:18:02.37,12.299,-88.666,9.5,6.0,53.4,B,20.0,20.5,C,7.22,0.31,C,p,,,,,,,,,,909737
1926-02-1309:08:21.95,-22.494,177.079,51.6,21.8,112.3,C,35.0,25.0,C,6.27,0.35,C,p,,,,,,,,,,909743
1926-02-1502:59:49.01,12.054,-89.039,12.2,7.0,66.8,B,15.0,21.9,C,6.74,0.20,B,p,,,,,,,,,,909744
1926-03-0409:30:57.13,4.675,127.729,11.8,7.2,69.8,B,15.0,23.8,C,6.53,0.27,B,p,,,,,,,,,,909755
1926-03-0820:21:37.21,42.706,148.403,9.9,6.5,124.6,C,15.0,25.0,C,6.35,0.39,C,p,,,,,,,,,,909760
1926-03-1711:53:43.70,12.056,-82.045,9.9,6.9,50.4,B,25.0,14.5,C,6.89,0.47,C,p,,,,,,,,,,909769
1926-03-1814:06:15.92,36.021,29.521,9.2,5.4,23.9,C,15.0,14.6,C,6.85,0.20,B,p,,,,,,,,,,909771
1926-03-2114:19:09.62,-60.879,-23.662,13.2,11.0,51.8,B,10.0,25.0,C,6.99,0.48,C,p,,,,,,,,,,909780
1926-03-2218:29:10.09,-6.950,150.439,27.6,13.3,71.1,B,15.0,7.7,C,6.29,0.20,B,p,,,,,,,,,,909784
1926-03-2710:48:39.08,-8.943,157.446,15.1,9.5,94.6,B,15.0,6.7,C,7.04,0.20,B,p,,,,,,,,,,909794
1926-04-0810:20:33.92,-3.585,147.857,19.8,12.1,82.1,B,25.0,25.0,C,6.30,0.30,C,p,,,,,,,,,,909807
1926-04-1208:32:32.28,-10.349,161.634,11.6,8.0,77.0,A,15.0,30.8,C,7.33,0.40,C,p,,,,,,,,,,909810
