Address,Type,Datetime,Latitude,Longitude,Report Location,Incident Number
Nb Sr99 At Lander,Motor Vehicle Accident Freeway,11/23/2014 07:07:00 AM +0000,47.57074,-122.339227,"(47.57074, -122.339227)",F140127918
6503 Dayton Av N,Motor Vehicle Accident,11/23/2014 07:51:00 AM +0000,47.676062,-122.352653,"(47.676062, -122.352653)",F140127934
Mercer St / Fairview Av N,Motor Vehicle Accident,11/23/2014 02:59:00 PM +0000,47.624265,-122.334285,"(47.624265, -122.334285)",F140128015
Eb I90 At West Highrise,Motor Vehicle Accident Freeway,11/23/2014 03:45:00 PM +0000,47.59006,-122.288593,"(47.59006, -122.288593)",F140128024
Evanston Av N / N 61st St,Motor Vehicle Accident,11/23/2014 06:55:00 PM +0000,47.673165,-122.351411,"(47.673165, -122.351411)",F140128072
Nb I5 Cd At James,Motor Vehicle Accident Freeway,11/23/2014 12:58:00 AM +0000,47.603525,-122.326315,"(47.603525, -122.326315)",F140127800
Aloha St / Taylor Av N,Motor Vehicle Accident,11/22/2014 11:08:00 PM +0000,47.627155,-122.346245,"(47.627155, -122.346245)",F140127766
27th Av Ne / Ne 55th St,Motor Vehicle Accident,11/23/2014 12:20:00 AM +0000,47.668523,-122.298508,"(47.668523, -122.298508)",F140127790
Lake City Way Ne / Ne 105th St,Motor Vehicle Accident,11/25/2014 08:37:00 PM +0000,47.704778,-122.301618,"(47.704778, -122.301618)",F140128780
E Shelby St / Montlake Blvd E,Motor Vehicle Accident,11/26/2014 12:53:00 AM +0000,47.646396,-122.304614,"(47.646396, -122.304614)",F140128851
2998 Montlake Blvd E,Motor Vehicle Accident,11/25/2014 06:08:00 PM +0000,47.646815,-122.304611,"(47.646815, -122.304611)",F140128739
2137 N NORTHGATE WAY,Motor Vehicle Accident,11/25/2014 09:27:00 PM +0000,47.708657,-122.332982,"(47.708657, -122.332982)",F140128792
Wb I90 To Sb I5,Motor Vehicle Accident Freeway,11/25/2014 04:32:00 PM +0000,47.594576,-122.317924,"(47.594576, -122.317924)",F140128708
WB I90 TO SB I5,Motor Vehicle Accident Freeway,11/25/2014 05:23:00 PM +0000,47.594576,-122.317924,"(47.594576, -122.317924)",F140128724
0 Nb Sr509 At 1 Av Bridge S,Motor Vehicle Accident Freeway,11/26/2014 02:23:00 AM +0000,47.542241,-122.33422,"(47.542241, -122.33422)",F140128884
1499 S Columbian Way,Motor Vehicle Accident,11/26/2014 01:25:00 PM +0000,47.569166,-122.31343,"(47.569166, -122.31343)",F140129022
Sb I5 At Mercer,Motor Vehicle Accident Freeway,11/25/2014 07:53:00 AM +0000,47.622727,-122.328659,"(47.622727, -122.328659)",F140128631
S Michigan St / East Marginal Way S,Motor Vehicle Accident,12/02/2014 04:37:00 AM +0000,47.544881,-122.331306,"(47.544881, -122.331306)",F140131023
5th Av Ne / Ne 84th St,Motor Vehicle Accident,12/02/2014 12:30:00 AM +0000,47.689678,-122.322991,"(47.689678, -122.322991)",F140130944
14th Pl Ne / Ne Brockman Pl,Motor Vehicle Accident,11/29/2014 10:07:00 AM +0000,47.72445,-122.313513,"(47.72445, -122.313513)",F140129991
S Norfolk St / M L King Jr Way S,Motor Vehicle Accident,11/27/2014 11:21:00 PM +0000,47.513512,-122.278946,"(47.513512, -122.278946)",F140129494
8th Av Nw / Nw 61st St,Motor Vehicle Accident,11/25/2014 09:52:00 PM +0000,47.673078,-122.366139,"(47.673078, -122.366139)",F140128801
Sb I5 At Northgate,Motor Vehicle Accident Freeway,11/25/2014 11:09:00 PM +0000,47.71093,-122.329594,"(47.71093, -122.329594)",F140128826
Ne 115th St / Lake City Way Ne,Motor Vehicle Accident,11/26/2014 02:34:00 AM +0000,47.712044,-122.299512,"(47.712044, -122.299512)",F140128888
706 23rd Av S,Motor Vehicle Accident,11/26/2014 05:52:00 AM +0000,47.596422,-122.302226,"(47.596422, -122.302226)",F140128956
35th Av Sw / Sw Barton St,Motor Vehicle Accident,11/26/2014 06:44:00 PM +0000,47.52107,-122.376761,"(47.52107, -122.376761)",F140129102
Westlake Av N / Blaine St,Motor Vehicle Accident,11/28/2014 11:29:00 PM +0000,47.634658,-122.340441,"(47.634658, -122.340441)",F140129804
Nw 103rd St / 3rd Av Nw,Motor Vehicle Accident,12/02/2014 12:58:00 AM +0000,47.703486,-122.360751,"(47.703486, -122.360751)",F140130956
800 S Cloverdale St,Motor Vehicle Accident,11/28/2014 08:26:00 AM +0000,47.526465,-122.322916,"(47.526465, -122.322916)",F140129624
Nb I5 At Albro,Motor Vehicle Accident Freeway,11/26/2014 06:07:00 PM +0000,47.542027,-122.303649,"(47.542027, -122.303649)",F140129089
Sw Sylvan Heights Dr / Sylvan Way Sw,Motor Vehicle Accident,11/27/2014 03:21:00 AM +0000,47.54037,-122.368841,"(47.54037, -122.368841)",F140129254
12th Av S / S Weller St,Motor Vehicle Accident,11/27/2014 04:37:00 AM +0000,47.5975,-122.317227,"(47.5975, -122.317227)",F140129266
15th Av W / W Raye St,Motor Vehicle Accident,11/26/2014 10:50:00 PM +0000,47.642944,-122.37617,"(47.642944, -122.37617)",F140129182
Woodlawn Av N / N 50th St,Motor Vehicle Accident,11/27/2014 01:56:00 AM +0000,47.665034,-122.339127,"(47.665034, -122.339127)",F140129232
1st Av / Marion St,Motor Vehicle Accident,11/28/2014 01:34:00 AM +0000,47.603982,-122.335586,"(47.603982, -122.335586)",F140129525
Sw Hanford St / California Av Sw,Motor Vehicle Accident,11/26/2014 09:55:00 PM +0000,47.575626,-122.386761,"(47.575626, -122.386761)",F140129163
Sb I5 At Spokane,Motor Vehicle Accident Freeway,11/27/2014 04:44:00 AM +0000,47.577176,-122.319669,"(47.577176, -122.319669)",F140129269
Broadway / E James Way,Motor Vehicle Accident,11/30/2014 06:08:00 PM +0000,47.607218,-122.320752,"(47.607218, -122.320752)",F140130518
500 W Emerson St,Motor Vehicle Accident,11/29/2014 03:24:00 AM +0000,47.650722,-122.364428,"(47.650722, -122.364428)",F140129891
35th Av Sw / Fauntleroy Way Sw,Motor Vehicle Accident,11/29/2014 04:31:00 AM +0000,47.565546,-122.376196,"(47.565546, -122.376196)",F140129910
Rainier Av S / S Bayview St,Motor Vehicle Accident,11/27/2014 07:31:00 PM +0000,47.580994,-122.300167,"(47.580994, -122.300167)",F140129441
3618 Wallingford Av N,Motor Vehicle Accident,11/30/2014 08:38:00 PM +0000,47.650758,-122.336321,"(47.650758, -122.336321)",F140130556
Aurora Av N / N 115th St,Motor Vehicle Accident,11/28/2014 08:37:00 PM +0000,47.712319,-122.344814,"(47.712319, -122.344814)",F140129755
855 S Kenyon St,Motor Vehicle Accident,12/01/2014 03:43:00 AM +0000,47.531947,-122.322127,"(47.531947, -122.322127)",F140130671
Eb Wsea Frwy At Delridge,Motor Vehicle Accident Freeway,11/29/2014 04:55:00 PM +0000,47.571208,-122.358479,"(47.571208, -122.358479)",F140130055
15th Av Ne / Ne 125th St,Motor Vehicle Accident,11/30/2014 04:23:00 AM +0000,47.719414,-122.312679,"(47.719414, -122.312679)",F140130305
Eb I90 At Island Crest,Motor Vehicle Accident Freeway,11/28/2014 09:13:00 PM +0000,47.588598,-122.234582,"(47.588598, -122.234582)",F140129759
Ballard Br,Motor Vehicle Accident,11/29/2014 05:35:00 PM +0000,47.656578,-122.376223,"(47.656578, -122.376223)",F140130060
Aurora Av N / N 50th St,Motor Vehicle Accident,11/29/2014 03:12:00 AM +0000,47.66498,-122.34718,"(47.66498, -122.34718)",F140129881
23rd Av S / E Yesler Way,Motor Vehicle Accident,11/29/2014 02:37:00 AM +0000,47.601667,-122.302339,"(47.601667, -122.302339)",F140129867
24th Av S / S Ferdinand St,Motor Vehicle Accident,12/02/2014 04:00:00 PM +0000,47.558242,-122.302621,"(47.558242, -122.302621)",F140131163
Thomas St / Aurora Av N,Motor Vehicle Accident Freeway,11/29/2014 07:50:00 AM +0000,47.620874,-122.343549,"(47.620874, -122.343549)",F140129960
9720 Beacon Av S,Motor Vehicle Accident,11/30/2014 03:46:00 AM +0000,47.514107,-122.273725,"(47.514107, -122.273725)",F140130297
Nb I5 At Ship Canal Bridge,Motor Vehicle Accident Freeway,11/29/2014 04:20:00 PM +0000,47.647664,-122.322393,"(47.647664, -122.322393)",F140130047
215 Terry Av,Motor Vehicle Accident,11/30/2014 11:14:00 AM +0000,47.603266,-122.321126,"(47.603266, -122.321126)",F140130407
35th Av Sw / Sw Trenton St,Motor Vehicle Accident,12/02/2014 12:59:00 AM +0000,47.524652,-122.376638,"(47.524652, -122.376638)",F140130958
4600 S Angeline St,Motor Vehicle Accident,12/02/2014 03:47:00 AM +0000,47.559387,-122.275715,"(47.559387, -122.275715)",F140131007
Rainier Av S / Letitia Av S,Motor Vehicle Accident,12/02/2014 05:33:00 PM +0000,47.569771,-122.290699,"(47.569771, -122.290699)",F140131189
51st Av Ne / Ne 70th St,Motor Vehicle Accident,12/02/2014 06:11:00 PM +0000,47.679397,-122.272965,"(47.679397, -122.272965)",F140131201
Swift Av S / S Graham St,Motor Vehicle Accident,12/03/2014 02:41:00 PM +0000,47.546981,-122.307937,"(47.546981, -122.307937)",F140131490
