Address,Type,Datetime,Latitude,Longitude,Report Location,Incident Number
6056 M L King Jr Way S,Motor Vehicle Accident,10/10/2012 04:55:00 AM +0000,47.547699,-122.286257,"(47.547699, -122.286257)",F120096584
Nickerson St / Florentia St,Motor Vehicle Accident,10/11/2012 12:52:00 AM +0000,47.646885,-122.351353,"(47.646885, -122.351353)",F120096822
Nb I5 At Spokane,Motor Vehicle Accident Freeway,10/11/2012 01:58:00 AM +0000,47.566974,-122.32047,"(47.566974, -122.32047)",F120096839
4333 Leary Way Nw,Motor Vehicle Accident,10/10/2012 05:55:00 PM +0000,47.659604,-122.365354,"(47.659604, -122.365354)",F120096696
1st Av Ne / Ne Northgate Way,Motor Vehicle Accident,10/11/2012 02:18:00 AM +0000,47.708629,-122.328634,"(47.708629, -122.328634)",F120096844
4030 Roosevelt Way Ne,Motor Vehicle Accident,10/11/2012 02:27:00 AM +0000,47.656302,-122.317834,"(47.656302, -122.317834)",F120096849
Ashworth Av N / N 145th St,Motor Vehicle Accident,10/10/2012 11:20:00 PM +0000,47.734133,-122.339687,"(47.734133, -122.339687)",F120096795
23rd Av S / S Massachusetts St,Motor Vehicle Accident,10/11/2012 02:54:00 PM +0000,47.588375,-122.302594,"(47.588375, -122.302594)",F120096984
S Myrtle St / M L King Jr Way S,Motor Vehicle Accident,10/10/2012 11:45:00 PM +0000,47.538884,-122.282179,"(47.538884, -122.282179)",F120096803
Nb I5 At Tullys,Motor Vehicle Accident Freeway,10/11/2012 01:49:00 AM +0000,47.57679,-122.319476,"(47.57679, -122.319476)",F120096836
Howell St / Boren Av,Motor Vehicle Accident,10/13/2012 01:01:00 PM +0000,47.616171,-122.331417,"(47.616171, -122.331417)",F120097591
4401 15th Av Nw,Motor Vehicle Accident,10/13/2012 03:18:00 PM +0000,47.661596,-122.376321,"(47.661596, -122.376321)",F120097613
Sb I5 Cd To Eb I90,Motor Vehicle Accident Freeway,10/14/2012 01:31:00 AM +0000,47.595294,-122.320793,"(47.595294, -122.320793)",F120097759
5963 Corson Av S,Motor Vehicle Accident,10/15/2012 02:24:00 AM +0000,47.548983,-122.320994,"(47.548983, -122.320994)",F120098094
6th Av S / S Forest St,Motor Vehicle Accident,10/11/2012 11:01:00 PM +0000,47.577725,-122.325978,"(47.577725, -122.325978)",F120097117
Sb I5 At 130,Motor Vehicle Accident Freeway,10/12/2012 12:15:00 AM +0000,47.720021,-122.324486,"(47.720021, -122.324486)",F120097138
Wb Wsea Frwy At Delridge,Motor Vehicle Accident Freeway,10/13/2012 02:43:00 PM +0000,47.571142,-122.35688,"(47.571142, -122.35688)",F120097606
21st Av Nw / Nw 85th St,Motor Vehicle Accident,10/13/2012 06:29:00 PM +0000,47.690589,-122.383272,"(47.690589, -122.383272)",F120097652
Sb I5 To Forest,Motor Vehicle Accident Freeway,10/14/2012 10:10:00 AM +0000,47.579547,-122.319262,"(47.579547, -122.319262)",F120097878
Sb I5 At Spokane,Motor Vehicle Accident Freeway,10/14/2012 10:17:00 PM +0000,47.577176,-122.319669,"(47.577176, -122.319669)",F120098014
721 1st Av,Motor Vehicle Accident,10/14/2012 05:06:00 AM +0000,47.602701,-122.334414,"(47.602701, -122.334414)",F120097808
Ne 125th St / 35th Av Ne,Motor Vehicle Accident,10/14/2012 09:17:00 PM +0000,47.719253,-122.290784,"(47.719253, -122.290784)",F120098001
15th Av Ne / Ne 50th St,Motor Vehicle Accident,10/12/2012 04:10:00 AM +0000,47.664893,-122.311937,"(47.664893, -122.311937)",F120097203
S Norman St / M L King Jr Way S,Motor Vehicle Accident,10/12/2012 06:55:00 AM +0000,47.593321,-122.297852,"(47.593321, -122.297852)",F120097247
Lake Washington Blvd E / E Madison St,Motor Vehicle Accident,10/13/2012 08:46:00 AM +0000,47.626018,-122.29244,"(47.626018, -122.29244)",F120097557
Nb I5 Fr Michigan,Motor Vehicle Accident Freeway,10/14/2012 04:45:00 AM +0000,47.548793,-122.315055,"(47.548793, -122.315055)",F120097798
Sb I5 To Wb Wsea Frwy,Motor Vehicle Accident Freeway,10/15/2012 01:13:00 AM +0000,47.574458,-122.320215,"(47.574458, -122.320215)",F120098069
6th Av S / Airport Way S,Motor Vehicle Accident,10/12/2012 02:44:00 PM +0000,47.594923,-122.325967,"(47.594923, -122.325967)",F120097306
N 143rd St / Aurora Av N,Motor Vehicle Accident,10/15/2012 04:09:00 PM +0000,47.73231,-122.345077,"(47.73231, -122.345077)",F120098247
5TH AV SW / SW CAMBRIDGE ST,Motor Vehicle Accident,10/13/2012 06:40:00 PM +0000,47.519106,-122.341612,"(47.519106, -122.341612)",V120097656
2600 Sw Barton St,Motor Vehicle Accident,10/13/2012 09:21:00 PM +0000,47.521022,-122.365894,"(47.521022, -122.365894)",F120097693
7200 East Marginal Way S,Motor Vehicle Accident,10/13/2012 01:03:00 AM +0000,47.53865,-122.32063,"(47.53865, -122.32063)",F120097444
Lake Washington Blvd S / S Horton St,Motor Vehicle Accident,10/13/2012 07:23:00 AM +0000,47.574181,-122.281071,"(47.574181, -122.281071)",F120097545
11th Av Ne / Ne 47th St,Motor Vehicle Accident,10/12/2012 06:46:00 PM +0000,47.663112,-122.316359,"(47.663112, -122.316359)",F120097356
7th Av Nw / Nw Market St,Motor Vehicle Accident,10/13/2012 06:37:00 PM +0000,47.668652,-122.365098,"(47.668652, -122.365098)",F120097655
Sw Roxbury St / 21st Av Sw,Motor Vehicle Accident,10/13/2012 02:46:00 AM +0000,47.517362,-122.36054,"(47.517362, -122.36054)",F120097472
SB I5 FR LAKE CITY,Motor Vehicle Accident,10/13/2012 05:49:00 AM +0000,47.68211,-122.319801,"(47.68211, -122.319801)",F120097529
Sb I5 Cd To Dearborn,Motor Vehicle Accident Freeway,10/13/2012 03:26:00 AM +0000,47.595832,-122.321371,"(47.595832, -122.321371)",F120097480
Wb I90 To Nb I5 Cd,Motor Vehicle Accident Freeway,10/13/2012 03:26:00 PM +0000,47.595026,-122.31466,"(47.595026, -122.31466)",F120097618
0 Nb I5 To Lake City,Motor Vehicle Accident Freeway,10/13/2012 05:26:00 PM +0000,47.67769,-122.320387,"(47.67769, -122.320387)",F120097640
Sb I5 Cd To Eb I90,Motor Vehicle Accident Freeway,10/14/2012 11:39:00 PM +0000,47.595294,-122.320793,"(47.595294, -122.320793)",F120098047
4915 25th Av Ne,Motor Vehicle Accident,10/15/2012 09:57:00 PM +0000,47.664543,-122.300895,"(47.664543, -122.300895)",F120098331
Ne 80th St / Banner Way Ne,Motor Vehicle Accident,10/13/2012 05:10:00 PM +0000,47.686768,-122.325099,"(47.686768, -122.325099)",F120097636
23rd Av E / E John St,Motor Vehicle Accident,10/14/2012 05:31:00 PM +0000,47.620207,-122.3025,"(47.620207, -122.3025)",F120097945
Banner Way Ne / Corliss Way N,Motor Vehicle Accident,10/14/2012 10:35:00 PM +0000,47.690524,-122.330873,"(47.690524, -122.330873)",F120098028
Queen Anne Av N / Roy St,Motor Vehicle Accident,10/14/2012 10:38:00 PM +0000,47.625454,-122.356703,"(47.625454, -122.356703)",F120098030
Wb I90 To 4,Motor Vehicle Accident Freeway,10/15/2012 01:11:00 AM +0000,47.593366,-122.322191,"(47.593366, -122.322191)",F120098067
Beacon Av S / S Brandon St,Motor Vehicle Accident,10/14/2012 11:57:00 PM +0000,47.55377,-122.302584,"(47.55377, -122.302584)",F120098056
Melrose Av / Pine St,Motor Vehicle Accident,10/14/2012 10:59:00 AM +0000,47.615238,-122.327904,"(47.615238, -122.327904)",F120097882
Fairview Av N / Mercer St,Motor Vehicle Accident,10/15/2012 01:58:00 AM +0000,47.624265,-122.334285,"(47.624265, -122.334285)",F120098080
Boren Av / Pine St,Motor Vehicle Accident,10/14/2012 05:03:00 AM +0000,47.614457,-122.329822,"(47.614457, -122.329822)",F120097806
Ne 75th St / 40th Av Ne,Motor Vehicle Accident,10/14/2012 10:31:00 PM +0000,47.683043,-122.285158,"(47.683043, -122.285158)",F120098025
Boren Av / Pine St,Motor Vehicle Accident,10/15/2012 06:57:00 AM +0000,47.614457,-122.329822,"(47.614457, -122.329822)",F120098166
N Northgate Way / Ashworth Av N,Motor Vehicle Accident,10/14/2012 08:38:00 AM +0000,47.705044,-122.339312,"(47.705044, -122.339312)",F120097862
Eb Wsea Frwy At Delridge,Motor Vehicle Accident Freeway,10/14/2012 05:41:00 AM +0000,47.571208,-122.358479,"(47.571208, -122.358479)",F120097820
3rd Av Sw / Olson Pl Sw,Motor Vehicle Accident,10/14/2012 11:44:00 PM +0000,47.519699,-122.338395,"(47.519699, -122.338395)",F120098048
Nb I5 Cd At Dearborn,Motor Vehicle Accident Freeway,10/14/2012 04:47:00 AM +0000,47.595374,-122.319764,"(47.595374, -122.319764)",F120097799
Denny Way / Dexter Av,Motor Vehicle Accident,10/14/2012 07:47:00 AM +0000,47.61855,-122.342402,"(47.61855, -122.342402)",F120097843
M L King Jr Way S / S Othello St,Motor Vehicle Accident,10/15/2012 02:12:00 AM +0000,47.537042,-122.281293,"(47.537042, -122.281293)",F120098087
23rd Av / E Union St,Motor Vehicle Accident,10/14/2012 08:23:00 PM +0000,47.612941,-122.30271,"(47.612941, -122.30271)",F120097990
Rainier Av S / S Bayview St,Motor Vehicle Accident,10/14/2012 08:50:00 PM +0000,47.580994,-122.300167,"(47.580994, -122.300167)",F120097999
Wb Sr520 To Sb I5,Motor Vehicle Accident Freeway,10/14/2012 10:59:00 PM +0000,47.636676,-122.323292,"(47.636676, -122.323292)",F120098036
Beacon Av S / 57th Av S,Motor Vehicle Accident,10/15/2012 09:06:00 AM +0000,47.496815,-122.261079,"(47.496815, -122.261079)",F120098189
1st Av S / S Lander St,Motor Vehicle Accident,10/15/2012 10:34:00 PM +0000,47.579811,-122.334201,"(47.579811, -122.334201)",F120098343
Ne 45th St / 11th Av Ne,Motor Vehicle Accident,10/15/2012 04:32:00 PM +0000,47.661292,-122.316579,"(47.661292, -122.316579)",F120098249
15th Av Ne / Ne 65th St,Motor Vehicle Accident,10/15/2012 11:30:00 PM +0000,47.675783,-122.31193,"(47.675783, -122.31193)",F120098358
Rainier Av S / S Mcclellan St,Motor Vehicle Accident,10/15/2012 08:47:00 PM +0000,47.57835,-122.298151,"(47.57835, -122.298151)",F120098313
Lake City Way Ne / Ne 137th St,Motor Vehicle Accident,10/15/2012 11:07:00 PM +0000,47.728288,-122.29225,"(47.728288, -122.29225)",F120098352
Nb I5 Exp At Mercer,Motor Vehicle Accident Freeway,10/15/2012 11:13:00 PM +0000,47.621252,-122.328413,"(47.621252, -122.328413)",F120098354
S Columbian Way / S Snoqualmie St,Motor Vehicle Accident,10/15/2012 10:29:00 PM +0000,47.561653,-122.310499,"(47.561653, -122.310499)",F120098340
3208 Rainier Av S,Motor Vehicle Accident,10/15/2012 11:19:00 PM +0000,47.574966,-122.295568,"(47.574966, -122.295568)",F120098355
Nb I5 Fr Michigan,Motor Vehicle Accident Freeway,10/15/2012 11:58:00 PM +0000,47.548793,-122.315055,"(47.548793, -122.315055)",F120098373
Western Av / Battery St,Motor Vehicle Accident,10/16/2012 12:23:00 AM +0000,47.61348,-122.348673,"(47.61348, -122.348673)",F120098389
Western Av / Battery St,Motor Vehicle Accident,10/16/2012 12:23:00 AM +0000,47.61348,-122.348673,"(47.61348, -122.348673)",F120098389
Western Av / Battery St,Motor Vehicle Accident,10/16/2012 12:23:00 AM +0000,47.61348,-122.348673,"(47.61348, -122.348673)",F120098389
Lake City Way Ne / Ne 130th St,Motor Vehicle Accident,10/16/2012 04:08:00 AM +0000,47.722899,-122.293194,"(47.722899, -122.293194)",F120098451
12700 7th Av Nw,Motor Vehicle Accident,10/16/2012 07:23:00 PM +0000,47.721472,-122.365013,"(47.721472, -122.365013)",F120098685
Sb Sr99 To Battery,Motor Vehicle Accident Freeway,10/16/2012 01:47:00 AM +0000,47.61348,-122.348673,"(47.61348, -122.348673)",F120098416
Sand Point Way Ne / Ne 95th St,Motor Vehicle Accident,10/16/2012 01:53:00 AM +0000,47.697359,-122.277622,"(47.697359, -122.277622)",F120098418
23rd Av S / E Yesler Way,Motor Vehicle Accident,10/16/2012 05:31:00 AM +0000,47.601667,-122.302339,"(47.601667, -122.302339)",F120098475
Sb I5 To Corson,Motor Vehicle Accident Freeway,10/16/2012 05:07:00 AM +0000,47.559045,-122.321742,"(47.559045, -122.321742)",F120098468
Fairmount Av Sw / Sw Stevens St,Motor Vehicle Accident,10/16/2012 06:11:00 AM +0000,47.576927,-122.382079,"(47.576927, -122.382079)",F120098483
5736 Sw Admiral Way,Motor Vehicle Accident,10/16/2012 08:19:00 AM +0000,47.577073,-122.405662,"(47.577073, -122.405662)",F120098500
2345 Rainier Av S,Motor Vehicle Accident,10/16/2012 08:47:00 PM +0000,47.582882,-122.301609,"(47.582882, -122.301609)",F120098707
Nw 56th St / 20th Av Nw,Motor Vehicle Accident,10/16/2012 09:28:00 PM +0000,47.66945,-122.382215,"(47.66945, -122.382215)",F120098718
1st Av S / East Marginal Way S,Motor Vehicle Accident,10/16/2012 09:56:00 PM +0000,47.548271,-122.334309,"(47.548271, -122.334309)",F120098723
Sb I5 At Tullys,Motor Vehicle Accident Freeway,10/16/2012 10:44:00 PM +0000,47.579547,-122.319262,"(47.579547, -122.319262)",F120098741
6612 57th Av S,Motor Vehicle Accident,10/17/2012 12:10:00 AM +0000,47.543061,-122.261808,"(47.543061, -122.261808)",F120098784
East Marginal Way S / S Hinds St,Motor Vehicle Accident,10/17/2012 06:06:00 AM +0000,47.573707,-122.339699,"(47.573707, -122.339699)",F120098886
3635 Ne 125th St,Motor Vehicle Accident,10/17/2012 07:06:00 AM +0000,47.719233,-122.28846,"(47.719233, -122.28846)",F120098899
5th Av Ne / Ne 100th St,Motor Vehicle Accident,10/17/2012 05:15:00 PM +0000,47.701325,-122.323127,"(47.701325, -122.323127)",F120099003
6th Av S / S Spokane St,Motor Vehicle Accident,10/17/2012 01:25:00 PM +0000,47.571408,-122.325986,"(47.571408, -122.325986)",F120098943
S Walden St / M L King Jr Way S,Motor Vehicle Accident,10/17/2012 04:03:00 PM +0000,47.57198,-122.296727,"(47.57198, -122.296727)",F120098981
6921 Ellis Av S,Motor Vehicle Accident,10/17/2012 08:01:00 PM +0000,47.540589,-122.320011,"(47.540589, -122.320011)",F120099048
5th Av S / S King St,Motor Vehicle Accident,10/17/2012 09:12:00 PM +0000,47.598356,-122.327671,"(47.598356, -122.327671)",F120099080
Eb Wsea Frwy At Highrise,Motor Vehicle Accident Freeway,10/17/2012 03:44:00 PM +0000,47.571221,-122.343788,"(47.571221, -122.343788)",F120098976
Sb I5 At Convention Center,Motor Vehicle Accident Freeway,10/17/2012 06:13:00 PM +0000,47.607412,-122.330402,"(47.607412, -122.330402)",F120099019
M L King Jr Way S / S Cloverdale St,Motor Vehicle Accident,10/17/2012 08:22:00 PM +0000,47.526114,-122.279265,"(47.526114, -122.279265)",F120099057
4th Av S / Diagonal Av S,Motor Vehicle Accident,10/17/2012 09:00:00 PM +0000,47.567291,-122.329332,"(47.567291, -122.329332)",F120099073
N 34th St / Stone Way N,Motor Vehicle Accident,10/19/2012 02:08:00 AM +0000,47.648541,-122.342775,"(47.648541, -122.342775)",F120099520
20th Av S / S Lucile St,Motor Vehicle Accident,10/18/2012 10:25:00 AM +0000,47.553406,-122.307335,"(47.553406, -122.307335)",F120099278
25th Av Ne / Ne 125th St,Motor Vehicle Accident,10/18/2012 04:18:00 PM +0000,47.719316,-122.301865,"(47.719316, -122.301865)",F120099319
4402 Beach Dr Sw,Motor Vehicle Accident,10/19/2012 03:14:00 AM +0000,47.563946,-122.40669,"(47.563946, -122.40669)",F120099538
11th Av E / E Thomas St,Motor Vehicle Accident,10/18/2012 09:28:00 PM +0000,47.621095,-122.318252,"(47.621095, -122.318252)",F120099411
Nb Sr99 At Battery St Tunnel,Motor Vehicle Accident Freeway,10/19/2012 06:16:00 AM +0000,47.614027,-122.347754,"(47.614027, -122.347754)",F120099593
122 Nw 36th St,Motor Vehicle Accident,10/19/2012 03:42:00 AM +0000,47.653027,-122.357939,"(47.653027, -122.357939)",F120099548
Seward Park Av S / S Orcas St,Motor Vehicle Accident,10/19/2012 04:00:00 AM +0000,47.551104,-122.262173,"(47.551104, -122.262173)",F120099553
S Judkins St / 23rd Av S,Motor Vehicle Accident,10/19/2012 03:00:00 PM +0000,47.591893,-122.3025,"(47.591893, -122.3025)",F120099663
32nd Av S / S Myrtle St,Motor Vehicle Accident,10/18/2012 10:00:00 PM +0000,47.538867,-122.291421,"(47.538867, -122.291421)",F120099427
N 77th St / Stone Av N,Motor Vehicle Accident,10/18/2012 10:59:00 PM +0000,47.684761,-122.341793,"(47.684761, -122.341793)",F120099443
9th Av Sw / Sw Kenyon St,Motor Vehicle Accident,10/19/2012 04:52:00 PM +0000,47.531936,-122.346779,"(47.531936, -122.346779)",F120099703
Aurora Av N / N 92nd St,Motor Vehicle Accident,10/19/2012 04:14:00 AM +0000,47.695633,-122.344582,"(47.695633, -122.344582)",F120099560
Sw Thistle St / Delridge Way Sw,Motor Vehicle Accident,10/19/2012 06:08:00 AM +0000,47.528284,-122.36046,"(47.528284, -122.36046)",F120099590
Sb I5 At Holgate,Motor Vehicle Accident Freeway,10/19/2012 05:32:00 PM +0000,47.588028,-122.320555,"(47.588028, -122.320555)",F120099718
2900 Rainier Av S,Motor Vehicle Accident,10/19/2012 10:20:00 PM +0000,47.577526,-122.297522,"(47.577526, -122.297522)",F120099815
Nb I5 At I90,Motor Vehicle Accident Freeway,10/19/2012 11:46:00 PM +0000,47.589701,-122.320678,"(47.589701, -122.320678)",F120099840
834 S Rose St,Motor Vehicle Accident,10/20/2012 12:59:00 AM +0000,47.529014,-122.322421,"(47.529014, -122.322421)",F120099861
35th Av Ne / Ne 70th St,Motor Vehicle Accident,10/20/2012 01:17:00 AM +0000,47.679416,-122.290376,"(47.679416, -122.290376)",F120099864
11056 34th Av Ne,Motor Vehicle Accident,10/20/2012 03:32:00 AM +0000,47.70878,-122.292098,"(47.70878, -122.292098)",F120099896
1800 Lake Washington Blvd S,Motor Vehicle Accident,10/20/2012 06:12:00 AM +0000,47.586426,-122.289986,"(47.586426, -122.289986)",F120099936
Sb I5 To Albro,Motor Vehicle Accident Freeway,10/20/2012 09:21:00 AM +0000,47.551689,-122.317047,"(47.551689, -122.317047)",F120099974
5th Av / Bell St,Motor Vehicle Accident,10/20/2012 06:51:00 PM +0000,47.616033,-122.343075,"(47.616033, -122.343075)",F120100067
N 90th St / Aurora Av N,Motor Vehicle Accident,10/20/2012 11:34:00 PM +0000,47.694186,-122.344565,"(47.694186, -122.344565)",F120100145
Ne 145th St / 15th Av Ne,Motor Vehicle Accident,10/20/2012 11:52:00 PM +0000,47.733952,-122.312749,"(47.733952, -122.312749)",F120100150
Wb I90 At Tunnel,Motor Vehicle Accident Freeway,10/20/2012 11:25:00 PM +0000,47.590516,-122.302426,"(47.590516, -122.302426)",F120100138
Olson Pl Sw / Sw Roxbury St,Motor Vehicle Accident,10/20/2012 10:23:00 PM +0000,47.517273,-122.340131,"(47.517273, -122.340131)",F120100121
Sb I5 To Boeing Access Rd,Motor Vehicle Accident Freeway,10/21/2012 10:20:00 AM +0000,47.509965,-122.283363,"(47.509965, -122.283363)",F120100310
Rainier Av S / S Juneau St,Motor Vehicle Accident,10/21/2012 03:48:00 AM +0000,47.549704,-122.277135,"(47.549704, -122.277135)",F120100207
12500 Aurora Av N,Motor Vehicle Accident,10/21/2012 05:41:00 AM +0000,47.719572,-122.344937,"(47.719572, -122.344937)",F120100243
Wb I90 To Nb I5 Cd,Motor Vehicle Accident Freeway,10/21/2012 02:49:00 PM +0000,47.595026,-122.31466,"(47.595026, -122.31466)",F120100338
1st Av S / East Marginal Way S,Motor Vehicle Accident,10/21/2012 05:21:00 AM +0000,47.548271,-122.334309,"(47.548271, -122.334309)",F120100235
Beacon Av S / S Kenyon St,Motor Vehicle Accident,10/21/2012 08:04:00 AM +0000,47.531685,-122.288172,"(47.531685, -122.288172)",F120100284
Sb I5 Fr Mercer,Motor Vehicle Accident Freeway,10/21/2012 09:29:00 AM +0000,47.624655,-122.333319,"(47.624655, -122.333319)",F120100303
Montlake Blvd Ne / Ne Pacific St,Motor Vehicle Accident,10/21/2012 09:39:00 AM +0000,47.648997,-122.304591,"(47.648997, -122.304591)",F120100304
217 Nw Market St,Motor Vehicle Accident,10/21/2012 10:15:00 AM +0000,47.664652,-122.359231,"(47.664652, -122.359231)",F120100309
N 117th Pl / Aurora Av N,Motor Vehicle Accident,10/21/2012 05:29:00 AM +0000,47.714777,-122.344853,"(47.714777, -122.344853)",F120100237
Sb I5 At Boeing Access Rd,Motor Vehicle Accident Freeway,10/21/2012 06:37:00 AM +0000,47.509965,-122.283363,"(47.509965, -122.283363)",F120100260
Sb I5 At Spokane,Motor Vehicle Accident Freeway,10/21/2012 01:57:00 PM +0000,47.577176,-122.319669,"(47.577176, -122.319669)",F120100329
800 Ne 80th St,Motor Vehicle Accident,10/22/2012 08:41:00 AM +0000,47.68676,-122.320252,"(47.68676, -122.320252)",F120100560
1200 Golf Dr S,Motor Vehicle Accident,10/22/2012 07:32:00 PM +0000,47.593052,-122.314932,"(47.593052, -122.314932)",F120100693
1st Av / Vine St,Motor Vehicle Accident,10/22/2012 01:13:00 AM +0000,47.615249,-122.349682,"(47.615249, -122.349682)",F120100472
Sb I5 At Mid Boeing Field,Motor Vehicle Accident Freeway,10/22/2012 04:39:00 AM +0000,47.545461,-122.308073,"(47.545461, -122.308073)",F120100525
Nb I5 At Spokane,Motor Vehicle Accident Freeway,10/22/2012 02:54:00 PM +0000,47.566974,-122.32047,"(47.566974, -122.32047)",F120100594
Sb I5 At Mid Boeing Field,Motor Vehicle Accident Freeway,10/22/2012 05:12:00 PM +0000,47.545461,-122.308073,"(47.545461, -122.308073)",F120100642
Blanchard St / 7th Av,Motor Vehicle Accident,10/22/2012 08:59:00 PM +0000,47.616595,-122.340055,"(47.616595, -122.340055)",F120100726
5th Av S / S Jackson St,Motor Vehicle Accident,10/22/2012 09:13:00 PM +0000,47.599195,-122.327667,"(47.599195, -122.327667)",F120100733
W Galer St / Thorndyke Av W,Motor Vehicle Accident,10/22/2012 05:51:00 PM +0000,47.632316,-122.391879,"(47.632316, -122.391879)",F120100656
N 45th St / Woodlawn Pl N,Motor Vehicle Accident,10/22/2012 10:17:00 PM +0000,47.661386,-122.339157,"(47.661386, -122.339157)",F120100749
9681 54th Av S,Motor Vehicle Accident,10/23/2012 12:42:00 AM +0000,47.515705,-122.265407,"(47.515705, -122.265407)",F120100798
2998 Montlake Blvd E,Motor Vehicle Accident,10/23/2012 01:02:00 AM +0000,47.646815,-122.304611,"(47.646815, -122.304611)",F120100801
Wb I90 At West Highrise,Motor Vehicle Accident Freeway,10/23/2012 03:50:00 PM +0000,47.590386,-122.288566,"(47.590386, -122.288566)",F120100953
6117 S Ryan St,Motor Vehicle Accident,10/23/2012 04:35:00 PM +0000,47.509703,-122.256869,"(47.509703, -122.256869)",F120100965
S Juneau St / Renton Av S,Motor Vehicle Accident,10/23/2012 07:06:00 PM +0000,47.54974,-122.28466,"(47.54974, -122.28466)",F120101005
Ne 105th St / 1st Av Ne,Motor Vehicle Accident,10/23/2012 10:03:00 PM +0000,47.704996,-122.32855,"(47.704996, -122.32855)",F120101059
Nb I5 Exp To 103,Motor Vehicle Accident Freeway,10/23/2012 10:14:00 PM +0000,47.698391,-122.329585,"(47.698391, -122.329585)",F120101065
7731 - 8099 Sb Sr99 At Kenyon,Motor Vehicle Accident Freeway,10/24/2012 02:50:00 PM +0000,47.533048,-122.331219,"(47.533048, -122.331219)",F120101250
29th Av Sw / Sw Trenton St,Motor Vehicle Accident,10/23/2012 11:54:00 PM +0000,47.52467,-122.369912,"(47.52467, -122.369912)",F120101094
Aurora Av N / N 115th St,Motor Vehicle Accident,10/24/2012 12:31:00 AM +0000,47.712319,-122.344814,"(47.712319, -122.344814)",F120101107
115 Aurora Av N,Motor Vehicle Accident,10/24/2012 12:32:00 AM +0000,47.618732,-122.343438,"(47.618732, -122.343438)",F120101108
Roosevelt Way Ne / Ne 111th St,Motor Vehicle Accident,10/24/2012 01:17:00 AM +0000,47.708986,-122.317859,"(47.708986, -122.317859)",F120101125
S Bayview St / 21st Av S,Motor Vehicle Accident,10/24/2012 02:27:00 PM +0000,47.580985,-122.305572,"(47.580985, -122.305572)",F120101246
Sb Sr99 At Battery St Tunnel,Motor Vehicle Accident Freeway,10/24/2012 01:51:00 PM +0000,47.618721,-122.343734,"(47.618721, -122.343734)",F120101241
M L King Jr Way S / S Walden St,Motor Vehicle Accident,10/24/2012 09:00:00 PM +0000,47.57198,-122.296727,"(47.57198, -122.296727)",F120101522
401 Ne Northgate Way,Motor Vehicle Accident,10/24/2012 09:20:00 PM +0000,47.708602,-122.324588,"(47.708602, -122.324588)",F120101526
23rd Av / E Olive St,Motor Vehicle Accident,10/24/2012 11:36:00 PM +0000,47.617107,-122.302597,"(47.617107, -122.302597)",F120101558
2nd Av Nw / Nw 70th St,Motor Vehicle Accident,10/25/2012 12:41:00 AM +0000,47.679561,-122.359454,"(47.679561, -122.359454)",F120101576
Sb I5 Cd To Eb I90,Motor Vehicle Accident Freeway,10/24/2012 11:46:00 PM +0000,47.595294,-122.320793,"(47.595294, -122.320793)",F120101563
N 85th St / Corliss Av N,Motor Vehicle Accident,10/25/2012 08:05:00 AM +0000,47.690395,-122.331059,"(47.690395, -122.331059)",F120101669
7125 Fauntleroy Way Sw,Motor Vehicle Accident,10/25/2012 05:06:00 AM +0000,47.539419,-122.390816,"(47.539419, -122.390816)",F120101643
0 Nb I5 To Ravenna,Motor Vehicle Accident Freeway,10/25/2012 05:13:00 AM +0000,47.670323,-122.321644,"(47.670323, -122.321644)",F120101644
Western Av / Vine St,Motor Vehicle Accident,10/25/2012 10:32:00 AM +0000,47.614585,-122.350542,"(47.614585, -122.350542)",F120101680
2707 RAINIER AV S,Motor Vehicle Accident,10/25/2012 09:30:00 AM +0000,47.579157,-122.298767,"(47.579157, -122.298767)",F120101676
S Morgan St / M L King Jr Way S,Motor Vehicle Accident,10/25/2012 09:15:00 PM +0000,47.544267,-122.284766,"(47.544267, -122.284766)",F120101839
2206 E Alder St,Motor Vehicle Accident,10/26/2012 12:39:00 AM +0000,47.604328,-122.303652,"(47.604328, -122.303652)",F120101901
Montlake Blvd E / E Hamlin St,Motor Vehicle Accident,10/26/2012 06:27:00 AM +0000,47.645557,-122.304611,"(47.645557, -122.304611)",F120101992
5001 California Av Sw,Motor Vehicle Accident,10/26/2012 09:16:00 AM +0000,47.557487,-122.386883,"(47.557487, -122.386883)",F120102020
Aurora Av N / N 130th St,Motor Vehicle Accident,10/26/2012 01:13:00 PM +0000,47.723212,-122.344977,"(47.723212, -122.344977)",F120102046
21st Av S / S Spokane St,Motor Vehicle Accident,10/26/2012 05:38:00 PM +0000,47.571923,-122.304449,"(47.571923, -122.304449)",F120102092
17th Av Sw / Sw Roxbury St,Motor Vehicle Accident,10/26/2012 07:21:00 PM +0000,47.517361,-122.356511,"(47.517361, -122.356511)",F120102124
Rainier Av S / S Garden St,Motor Vehicle Accident,10/26/2012 08:06:00 PM +0000,47.537643,-122.270433,"(47.537643, -122.270433)",F120102138
S Orcas St / Seward Park Av S,Motor Vehicle Accident,10/26/2012 10:10:00 PM +0000,47.551104,-122.262173,"(47.551104, -122.262173)",F120102165
Nb Sr99 To Western,Motor Vehicle Accident Freeway,10/26/2012 10:30:00 PM +0000,47.6109,-122.345539,"(47.6109, -122.345539)",F120102169
California Av Sw / Sw Andover St,Motor Vehicle Accident,10/27/2012 01:22:00 AM +0000,47.56839,-122.38677,"(47.56839, -122.38677)",F120102212
